SEVERITY | FEATURE | ID | FIELD | VALUE | VIOLATION
WARNING | RouteSegment | EAD_RS_013065 | WPT | ISINA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013066 | WPT | ISINA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013066 | WPT | IBGAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013067 | WPT | IBGAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013067 | WPT | OPNUP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013068 | WPT | OPNUP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013068 | WPT | ISOBI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013069 | WPT | ISOBI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013069 | WPT | KOKNI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013070 | WPT | KOKNI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013070 | WPT | SUDRO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013071 | WPT | SUDRO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013071 | WPT | ATOGU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013072 | WPT | ATOGU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013072 | WPT | OPVUL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013073 | WPT | OPVUL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013073 | WPT | VURIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013074 | WPT | VURIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013074 | WPT | KOKDO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013075 | WPT | KOKDO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013075 | WPT | PUDVO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013076 | WPT | PUDVO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013076 | WPT | DADUD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013077 | WPT | BUSLO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013077 | VOR/DME | CAT | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013078 | WPT | BUSLO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013078 | WPT | GEKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013079 | WPT | GEKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013079 | WPT | PABOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013080 | WPT | PABOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013080 | WPT | BUVSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013081 | WPT | BUVSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013081 | WPT | REBEP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013082 | WPT | REBEP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013082 | WPT | ILSOT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013083 | WPT | ILSOT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013083 | WPT | RONUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013084 | WPT | RONUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013084 | WPT | UTNUN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013085 | WPT | UTNUN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013085 | WPT | ELASA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013086 | WPT | TESEX | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013087 | WPT | TESEX | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013087 | WPT | MUBIL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013088 | WPT | MUBIL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013089 | WPT | PULBI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013089 | WPT | EGIMO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013090 | WPT | EGIMO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013090 | WPT | EGBAN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013091 | WPT | EGBAN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013092 | WPT | ISUDU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013093 | WPT | ISUDU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013093 | WPT | ANRIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013094 | WPT | ANRIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013094 | WPT | GETMA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013095 | WPT | GETMA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013095 | WPT | SELRO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013096 | WPT | SELRO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013096 | WPT | EDVEP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013097 | WPT | EDVEP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013098 | WPT | DABUN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013099 | WPT | DABUN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013099 | WPT | BUVAG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013100 | WPT | BUVAG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013100 | WPT | TOGEB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013101 | WPT | TOGEB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013101 | WPT | DUBGI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013102 | WPT | DUBGI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013102 | WPT | DIKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013103 | WPT | DIKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013103 | WPT | BOGUR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013104 | WPT | BOGUR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013104 | WPT | OGLAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013105 | WPT | OGLAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013105 | WPT | MASON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013106 | WPT | MASON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013107 | WPT | ENVAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013108 | WPT | ENVAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013108 | WPT | OPKON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013109 | WPT | OPKON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013109 | WPT | AKTOR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013110 | WPT | AKTOR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013110 | WPT | ASAPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013111 | WPT | ASAPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013111 | WPT | PABON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013112 | WPT | PABON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013112 | WPT | POTBA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013113 | WPT | POTBA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013113 | WPT | SIMAT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013115 | WPT | ROMIV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013116 | WPT | ROMIV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013116 | WPT | ALMIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013117 | WPT | ALMIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013118 | WPT | EGOSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013119 | WPT | EGOSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013119 | WPT | BUVOK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013120 | WPT | BUVOK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013120 | WPT | ASOPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013121 | WPT | ASOPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013121 | WPT | ASADO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013122 | WPT | ASADO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013122 | WPT | ROGEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013123 | WPT | ROGEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013123 | VOR/DME | BAL | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013124 | WPT | UDOVI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013124 | VOR/DME | BAL | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013125 | WPT | UDOVI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013125 | WPT | DOTGU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013126 | WPT | DOTGU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013126 | WPT | GUTIN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013127 | WPT | GUTIN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013127 | VOR/DME | MON | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013128 | WPT | FHAW | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013128 | WPT | DAGAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013129 | WPT | DAGAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013129 | WPT | ASANU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013130 | WPT | ASANU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013130 | WPT | EGUPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013131 | WPT | EGUPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013131 | WPT | BUTAP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013132 | WPT | MOLTI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013132 | WPT | PULUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013133 | WPT | PULUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013133 | WPT | VUGOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013134 | WPT | VUGOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013134 | WPT | VUNIG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013135 | WPT | VUNIG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013135 | WPT | UBKOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013136 | WPT | UBKOS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013136 | WPT | ITALA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013137 | WPT | ITALA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013137 | WPT | LUVNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013138 | WPT | LUVNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013138 | WPT | EGETO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013139 | WPT | EGETO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013139 | WPT | KUBTA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013140 | WPT | KUBTA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013140 | WPT | NIRNA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013141 | WPT | NIRNA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013141 | WPT | NUVUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013142 | WPT | DONTI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013142 | WPT | BUXIS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013143 | WPT | BUXIS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013143 | WPT | AKPOK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013144 | WPT | AKPOK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013144 | WPT | MOPNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013145 | WPT | MOPNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013145 | WPT | VUTRA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013146 | WPT | VUTRA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013146 | WPT | SIKAB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013147 | WPT | SIKAB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013147 | WPT | SULNA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013148 | WPT | SULNA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013148 | WPT | LIVOR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013149 | WPT | LIVOR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013149 | WPT | ISPEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013150 | WPT | ISPEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013151 | WPT | MOXES | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013152 | WPT | MOXES | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013152 | WPT | ISREN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013153 | WPT | ISREN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013154 | WPT | VAKUD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013155 | WPT | VAKUD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013155 | WPT | EVRED | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013156 | WPT | EVRED | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013157 | WPT | DALUD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013158 | WPT | DALAB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013159 | WPT | DALAB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013159 | WPT | IMBAK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013160 | WPT | IMBAK | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013161 | WPT | KILIP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013162 | WPT | KILIP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013162 | WPT | DAMIS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013163 | WPT | DAMIS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013163 | WPT | BURSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013164 | WPT | BURSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013164 | VOR/DME | SIS | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013165 | WPT | MADSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013165 | VOR/DME | SIS | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013166 | WPT | MADSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013166 | WPT | AKPEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013167 | WPT | AKPEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013167 | WPT | KUBIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013168 | WPT | KUBIR | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013168 | WPT | EGEXO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013169 | WPT | EGEXO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013170 | WPT | KIMAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013171 | WPT | KIMAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013171 | WPT | OROMU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013172 | WPT | OROMU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013172 | WPT | XOLAT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013173 | WPT | XOLAT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013173 | WPT | ROKES | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013174 | WPT | ROKES | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013174 | WPT | SASNO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013175 | WPT | SASNO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013175 | WPT | TEPUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013176 | WPT | TEPUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013176 | WPT | VAROM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013177 | WPT | VAROM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013177 | WPT | UDIDI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013178 | WPT | UDIDI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013178 | WPT | ALBOM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013179 | WPT | ALBOM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013179 | WPT | KUGOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013180 | WPT | KUGOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013180 | WPT | LOLON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013181 | WPT | LOLON | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013181 | WPT | DIKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013182 | WPT | DIKAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013182 | WPT | ISOLU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013183 | WPT | ISOLU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013183 | WPT | MUPEG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013184 | WPT | MUPEG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013185 | WPT | AMVOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013186 | WPT | AMVOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013186 | WPT | EGLER | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013187 | WPT | EGLER | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013189 | WPT | AKNOV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013189 | VOR/DME | TFE | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013190 | WPT | AKNOV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013190 | WPT | KIBUP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013191 | WPT | MIMIP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013191 | WPT | TEDER | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013192 | WPT | TEDER | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013192 | WPT | VULAD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013193 | WPT | VULAD | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013193 | WPT | EGDUP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013194 | WPT | EGDUP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013194 | WPT | OPROM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013195 | WPT | OPROM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013195 | WPT | VULPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013196 | WPT | VULPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013196 | WPT | EGUNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013197 | WPT | EGUNU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013197 | WPT | DEXED | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013198 | WPT | DEXED | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013198 | WPT | VUDOT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013199 | WPT | VUDOT | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013199 | WPT | OPKIL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013200 | WPT | OPKIL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013200 | WPT | DAKEM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013201 | WPT | DAKEM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013201 | WPT | ILNIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013202 | WPT | ILNIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013202 | WPT | MOPIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013203 | WPT | MOPIM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013203 | WPT | NEBAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013204 | WPT | NEBAL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013204 | WPT | GIBKO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013205 | WPT | GIBKO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013205 | WPT | OPVEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013206 | WPT | OPVEL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013206 | WPT | DODPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013207 | WPT | DODPA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013207 | WPT | UMLOV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013208 | WPT | UMLOV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013208 | WPT | UMPEG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013209 | WPT | UMPEG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013209 | WPT | UTPOM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013210 | WPT | UTPOM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013210 | WPT | PUKPU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013211 | WPT | PUKPU | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013211 | WPT | EDLUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013212 | WPT | EDLUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013212 | WPT | MUKSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013213 | WPT | MUKSA | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013213 | WPT | PAMEB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013214 | WPT | PAMEB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013214 | WPT | MUBUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013215 | WPT | MUBUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013215 | WPT | MINUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013216 | WPT | MINUG | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013216 | WPT | UTPAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013217 | WPT | UTPAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013217 | VOR/DME | MNS | birden_fazla_aday_ayiklanamadi
WARNING | RouteSegment | EAD_RS_013219 | WPT | OPLES | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013219 | WPT | AKNUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013220 | WPT | AKNUV | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013220 | WPT | TOKOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013221 | WPT | TOKOL | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013221 | WPT | ILPEM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013222 | WPT | ILPEM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013222 | WPT | BOGUB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013223 | WPT | BOGUB | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013223 | WPT | BORAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013224 | WPT | BORAM | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013224 | WPT | MAKPI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013225 | WPT | MAKPI | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013225 | WPT | BURDO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013226 | WPT | BURDO | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013226 | WPT | TOLIP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013227 | WPT | TOLIP | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013227 | WPT | UBMAN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013228 | WPT | UBMAN | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013228 | WPT | VALUS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013229 | WPT | VALUS | uc_nokta_cozulemedi
WARNING | RouteSegment | EAD_RS_013229 | WPT | SAVRA | uc_nokta_cozulemedi
