tablo,fid,code_id,data_originator,name,lat_dd,lon_dd,mid
dp_icao,60213,GUMBO,EUROCONTROL NMOC,GUMBO,41.70644166666667,-93.79468333333332,17881329
dp_icao,10611,GUMSA,EUROCONTROL NMOC,GUMSA,64.69416666666667,42.79888888888889,101003501900025
dp_icao,10612,GUMSA,EUROCONTROL NMOC,GUMSA,39.56888888888889,127.43222222222222,400001916229065
dp_icao,10637,GUNTA,EUROCONTROL NMOC,GUNTA,56.37138888888889,23.755555555555556,17827893
dp_icao,119621,GUNTA,EUROCONTROL NMOC,GUNTA,-33.20333333333333,151.47194444444446,17867578
dp_icao,10665,GURAS,EUROCONTROL NMOC,GURAS,14.001388888888888,80.83166666666666,76700485
dp_icao,10666,GURAS,EUROCONTROL NMOC,GURAS,27.41,85.22944444444444,300000552924464
dp_icao,60300,GUSSI,EUROCONTROL NMOC,GUSSI,57.213036111111116,-4.124127777777777,17837426
dp_icao,60301,GUSSI,EUROCONTROL NMOC,GUSSI,36.783297222222224,-97.34971944444445,101000746297962
dp_other,6070,H,AUSTRO CONTROL GMBH,H (LOAN),47.86472222,16.32805556,400002467752399
dp_other,6071,H,AUSTRO CONTROL GMBH,HOTEL (LOWI),47.33,11.12416667,400003834573588
dp_other,6072,H,AUSTRO CONTROL GMBH,H (LOIR),47.49,10.59333333,400004901772479
dp_icao,10747,HABIK,EUROCONTROL NMOC,HABIK,34.546330555555556,135.6539361111111,101000831265597
dp_icao,60481,HABIK,EUROCONTROL NMOC,HABIK,30.151313888888886,-81.27571944444445,400000810610513
dp_icao,10749,HABSI,EUROCONTROL NMOC,HABSI,34.385286111111114,139.39575555555555,400001564947200
dp_icao,60505,HABSI,EUROCONTROL NMOC,HABSI,35.75931666666666,-89.94395555555556,101000746193552
dp_icao,10751,HACHA,EUROCONTROL NMOC,HACHA,28.15661944444444,129.01429444444443,17854943
dp_icao,60523,HACHA,EUROCONTROL NMOC,HACHA,30.116333333333333,-89.1663138888889,101000746298542
dp_icao,10756,HAGAR,EUROCONTROL NMOC,HAGAR,36.58111111111111,140.03975833333334,1293837550
dp_icao,60608,HAGAR,EUROCONTROL NMOC,HAGAR,41.4607,-80.25449722222223,17881440
dp_icao,10758,HAGNO,EUROCONTROL NMOC,HAGNO,37.988166666666665,141.4119611111111,400003988051391
dp_icao,60647,HAGNO,EUROCONTROL NMOC,HAGNO,36.56826944444445,-86.44612777777778,101000746159312
dp_icao,10768,HALKI,EUROCONTROL NMOC,HALKI,37.32309722222222,137.04022777777777,800001084663038
dp_icao,60787,HALKI,EUROCONTROL NMOC,HALKI,45.974922222222226,-86.473325,400000219781808
dp_adhp,2652,HAMED,EUROCONTROL NMOC,HAMED,14.93,43.06666666666667,17849059
dp_icao,10776,HAMED,EUROCONTROL NMOC,HAMED,26.859166666666667,41.285,400002757400245
dp_icao,10778,HAMID,EUROCONTROL NMOC,HAMID,14.066666666666666,25.673055555555557,400002632707128
dp_icao,60857,HAMID,EUROCONTROL NMOC,HAMID,46.616927777777775,-114.06194444444444,101000746193410
dp_icao,10781,HAMOR,EUROCONTROL NMOC,HAMOR,32.15,18.4,228618925
dp_icao,60881,HAMOR,EUROCONTROL NMOC,HAMOR,39.85574722222222,-75.78799722222222,17881604
dp_icao,10791,HANKY,EUROCONTROL NMOC,HANKY,26.080613888888887,120.0749,400003440562479
dp_icao,60955,HANKY,EUROCONTROL NMOC,HANKY,51.112772222222226,-1.1308333333333334,17837438
dp_icao,60956,HANKY,EUROCONTROL NMOC,HANKY,42.96208611111111,-83.36664722222221,17881655
dp_icao,10795,HAPPY,EUROCONTROL NMOC,HAPPY,26.013055555555557,120.18277777777779,17854997
dp_icao,10796,HAPPY,EUROCONTROL NMOC,HAPPY,42.71613611111111,143.12921111111112,400002060403690
dp_icao,10804,HARKY,EUROCONTROL NMOC,HARKY,34.48951666666667,135.2965861111111,400004126747672
dp_icao,61106,HARKY,EUROCONTROL NMOC,HARKY,24.940472222222223,-81.9804,1448994081
dp_icao,10806,HARPS,EUROCONTROL NMOC,HARPS,35.466030555555555,140.67089444444443,400001245028760
dp_icao,61137,HARPS,EUROCONTROL NMOC,HARPS,31.691544444444446,-81.254375,17881724
dp_icao,10810,HASAN,EUROCONTROL NMOC,HASAN,13.024722222222223,26.970277777777778,400002632669176
dp_icao,10811,HASAN,EUROCONTROL NMOC,HASAN,22.171833333333336,113.8891388888889,400003734936236
dp_icao,61206,HASLE,EUROCONTROL NMOC,HASLE,41.359500000000004,-81.93016111111112,259691341
dp_other,6109,HASLE,EUROCONTROL NMOC,HASLE,55.19389,14.71,400002395706478
dp_icao,10814,HASSA,EUROCONTROL NMOC,HASSA,26.39281111111111,127.92110000000001,400000616778818
dp_icao,61225,HASSA,EUROCONTROL NMOC,HASSA,34.20180833333334,-117.84849444444444,17881772
dp_icao,10819,HATCH,EUROCONTROL NMOC,HATCH,34.34524722222223,135.04667777777777,400004126747679
dp_icao,61246,HATCH,EUROCONTROL NMOC,HATCH,29.97047222222222,-91.49755555555555,17881781
dp_icao,10824,HATIS,EUROCONTROL NMOC,HATIS,34.02736111111111,134.72446944444445,101003583819854
dp_icao,61256,HATIS,EUROCONTROL NMOC,HATIS,31.965452777777777,-83.80899166666666,101000746240928
dp_icao,61331,HAVIS,EUROCONTROL NMOC,HAVIS,39.89058055555555,-87.67987222222223,400001999360769
dp_icao,119689,HAVIS,EUROCONTROL NMOC,HAVIS,-22.57368888888889,17.13061111111111,400002324200410
dp_icao,10838,HAZEL,EUROCONTROL NMOC,HAZEL,22.024024999999998,113.68239722222222,761612615
dp_icao,10839,HAZEL,EUROCONTROL NMOC,HAZEL,34.23511666666667,129.38941666666665,400001491422191
dp_icao,61460,HAZEL,EUROCONTROL NMOC,HAZEL,51.00528611111111,-0.984461111111111,17837465
dp_other,6161,HC001,EUROCONTROL NMOC,NOVEMBER 1,52.64722217,10.0080555,400001706534867
dp_other,6162,HC001,EUROCONTROL NMOC,BELETUEN,4.733333333333333,45.18333333333333,400002570107195
dp_adhp,8121,HENRY,EUROCONTROL NMOC,HENRY,-4.496986111111111,55.79796944444444,400001667928243
dp_icao,61959,HENRY,EUROCONTROL NMOC,HENRY,80.25,-65.91667,17837483
dp_icao,10863,HERON,EUROCONTROL NMOC,HERON,37.53219444444444,140.59877500000002,17855048
dp_icao,62108,HERON,EUROCONTROL NMOC,HERON,55.343136111111114,-5.0,17837492
dp_icao,62120,HERSH,EUROCONTROL NMOC,HERSH,39.51277777777778,-109.98530555555556,101002053773892
dp_icao,119703,HERSH,EUROCONTROL NMOC,HERSH,-26.437583333333333,15.3272,400003424604003
dp_other,6230,HF401,EUROCONTROL NMOC,HF401,70.74185058,23.94842414,400000392767229
dp_other,6231,HF401,EUROCONTROL NMOC,HF401,50.95078639,9.51288333,400003665414391
dp_other,6232,HF402,EUROCONTROL NMOC,HF402,70.74101961,23.94466244,400000392767235
dp_other,6233,HF402,EUROCONTROL NMOC,HF402,51.01343769,9.57867972,400003665414394
dp_icao,10874,HIBIS,EUROCONTROL NMOC,HIBIS,34.248561111111115,134.12500555555556,101000831265601
dp_icao,62426,HIBIS,EUROCONTROL NMOC,HIBIS,33.37303611111111,-98.14424166666667,1449007513
dp_icao,10879,HIGMA,EUROCONTROL NMOC,HIGMA,45.36517777777778,141.65809166666668,400001742921634
dp_icao,62570,HIGMA,EUROCONTROL NMOC,HIGMA,39.265544444444444,-85.59747777777777,101001069327324
dp_icao,62786,HINDS,EUROCONTROL NMOC,HINDS,39.87388888888889,-75.34641111111111,259689269
dp_icao,119710,HINDS,EUROCONTROL NMOC,HINDS,-30.795,116.53777777777778,300000071939109
dp_icao,10899,HIPPO,EUROCONTROL NMOC,HIPPO,26.143333333333334,120.23444444444445,17855078
dp_icao,119713,HIPPO,EUROCONTROL NMOC,HIPPO,-35.46527777777778,149.38527777777776,300000071939112
dp_icao,10917,HOBBS,EUROCONTROL NMOC,HOBBS,35.44831388888888,139.76146944444446,400003343953067
dp_icao,63234,HOBBS,EUROCONTROL NMOC,HOBBS,61.43173888888889,-150.02791944444445,17823036
dp_icao,10921,HOCKY,EUROCONTROL NMOC,HOCKY,20.597041666666666,114.57457777777778,101003565661354
dp_icao,63306,HOCKY,EUROCONTROL NMOC,HOCKY,36.048833333333334,-114.87120277777777,101000746162547
dp_icao,10946,HOOPA,EUROCONTROL NMOC,HOOPA,26.079819444444443,120.07614722222222,400003440562482
dp_icao,63740,HOOPA,EUROCONTROL NMOC,HOOPA,21.116666666666667,-162.83333333333334,17855111
dp_icao,10953,HORRO,EUROCONTROL NMOC,HORRO,41.66513888888889,8.574305555555556,17837516
dp_icao,63876,HORRO,EUROCONTROL NMOC,HORRO,38.68415833333333,-95.24763888888889,17882417
dp_icao,10955,HOSAN,EUROCONTROL NMOC,HOSAN,36.000277777777775,128.05722222222224,400005322487735
dp_icao,63898,HOSAN,EUROCONTROL NMOC,HOSAN,64.88913333333333,-147.72643055555557,985454990
dp_other,6458,HOTEL,DFS DEUTSCHE FLUGSICHERUNG GMBH,EDDM HOTEL 1,48.25,11.80666667,400002193418213
dp_other,6459,HOTEL,DFS DEUTSCHE FLUGSICHERUNG GMBH,EDDM HOTEL 2,48.32,11.79833333,400002193418216
dp_other,6460,HOTEL,DFS DEUTSCHE FLUGSICHERUNG GMBH,EDOY HOTEL,52.55,13.675,400002193418462
dp_other,6461,HOTEL,DFS DEUTSCHE FLUGSICHERUNG GMBH,EDXW HOTEL,54.74166667,8.255,400002193418594
dp_other,6462,HOTEL,DFS DEUTSCHE FLUGSICHERUNG GMBH,EDLP HOTEL,51.595,8.76166667,400004559084802
dp_icao,10959,HOTEL,EUROCONTROL NMOC,HOTEL,23.68363888888889,119.5021111111111,17855129
dp_icao,10960,HOTEL,EUROCONTROL NMOC,HOTEL,13.001722222222222,100.33008333333333,17855132
dp_icao,10961,HOTEL,EUROCONTROL NMOC,HOTEL,22.383333333333333,114.90833333333335,400003734936242
dp_other,16109,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-37.00533055555555,174.8060888888889,400005371475606
dp_other,16110,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-43.485686111111114,172.5299388888889,400005371475609
dp_other,16111,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-41.32682777777778,174.80693333333335,400005371475618
dp_other,16112,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-37.672691666666665,176.20405277777778,400005371475621
dp_other,16113,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-37.861266666666666,175.33294722222223,400005371475627
dp_other,16114,HS1,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 1,-40.32236944444445,175.6153138888889,400005476532475
dp_other,16115,HS2,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 2,-43.49018888888889,172.53409166666665,400005371475612
dp_other,16116,HS2,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 2,-37.67236944444444,176.19761666666668,400005371475624
dp_other,16117,HS2,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 2,-37.86386388888889,175.33201666666668,400005371475630
dp_other,16118,HS3,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 3,-43.49058888888889,172.53894166666666,400005371475615
dp_other,16119,HS3,AIRWAYS CORPORATION OF NEW ZEALAND LTD,HOT SPOT 3,-37.86681111111111,175.33093888888888,400005371475633
dp_icao,64293,HUBSU,EUROCONTROL NMOC,HUBSU,59.20119444444445,-158.35327222222222,259685752
dp_icao,64294,HUBSU,EUROCONTROL NMOC,HUBSU,43.88978888888889,-123.17786944444445,1661811789
dp_other,13721,HUH03,NAV CANADA,HUH344003,48.999833333333335,-122.57287777777778,259235425
dp_other,13722,HUH03,NAV CANADA,HUH344003,48.99516666666667,-122.57382222222222,259238637
dp_icao,64597,HUNAM,EUROCONTROL NMOC,HUNAM,46.86808888888889,-122.41322500000001,400001375738682
dp_icao,119737,HUNAM,EUROCONTROL NMOC,HUNAM,-22.61156666666667,17.056922222222223,400002324200419
dp_icao,10987,HYDRA,EUROCONTROL NMOC,HYDRA,35.15538055555555,140.88125555555555,400003150496496
dp_icao,65001,HYDRA,EUROCONTROL NMOC,HYDRA,40.246925,-75.6317,259685839
dp_icao,10990,HYPER,EUROCONTROL NMOC,HYPER,22.718363888888888,121.31268333333333,400002836794681
dp_icao,65027,HYPER,EUROCONTROL NMOC,HYPER,39.68393333333333,-77.22509444444445,17882774
dp_coord,174,I18RV,EUROCONTROL NMOC,RV ILS 18 FAP 4000,57.1322778,24.0058333,400004693383477
dp_coord,175,I18RV,EUROCONTROL NMOC,RV ILS 18 FAP 2000,57.0331111,23.9893056,400004693383537
dp_coord,176,I18RV,EUROCONTROL NMOC,RV ILS 18 FAP 1500,57.0078056,23.9851111,400004693383549
dp_coord,177,I36RV,EUROCONTROL NMOC,RV ILS 36 FAP 2000,56.8086111,23.9522778,400004693383520
dp_coord,178,I36RV,EUROCONTROL NMOC,RV ILS 36 FAP 4000,56.7094167,23.9360556,400004693383528
dp_coord,179,I36RV,EUROCONTROL NMOC,RV ILS 36 FAP 1500,56.8339167,23.9564444,400004693383531
dp_other,6565,IF08,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP ILS CAT I/II RWY 08 LUKK,46.92097222222222,28.620305555555557,300000168125497
dp_other,6566,IF08,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP LOC RWY 08 LUKK,46.92077777777777,28.620305555555557,300000168125533
dp_other,6567,IF08,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP VOR/DME RWY 08 LUKK,46.929138888888886,28.612416666666668,300000168125599
dp_adhp,2698,IF09,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,LBWN IF ILS/LOC/VOR RWY 09,43.25786111111111,27.568944444444444,400000219730156
dp_adhp,2699,IF09,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,LBGO IF VOR RWY 09,43.17433333333333,25.47225,400002059955414
dp_other,6571,IF26,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP VOR/DME RWY 26 LUKK,46.94158333333333,29.23963888888889,300000382264778
dp_other,6572,IF26,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP ILS CAT I RWY 26 LUKK,46.93358333333333,29.239944444444447,300000382348730
dp_other,6573,IF26,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),IF IAP LOC RWY 26 LUKK,46.93358333333333,29.240194444444445,300000395577676
dp_adhp,2703,IF27,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,LBSF IF ILS/LOC/VOR RWY 27,42.67997222222222,23.70563888888889,101003366633444
dp_adhp,2704,IF27,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,LBWN IF VOR RWY 27,43.214000000000006,28.055472222222225,400000219730205
dp_adhp,2705,IF27,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,LBGO IF VOR RWY 27,43.12130555555556,25.933416666666666,400002060274393
dp_icao,11480,IHEYA,EUROCONTROL NMOC,IHEYA,27.01117222222222,127.90272777777778,400001725378568
dp_icao,65728,IHEYA,EUROCONTROL NMOC,IHEYA,43.51773333333333,-71.60115555555555,259686028
dp_icao,120064,IMKAM,EUROCONTROL NMOC,IMKAM,-22.236666666666668,35.325,400001170024378
dp_icao,120065,IMKAM,EUROCONTROL NMOC,IMKAM,-31.23888888888889,15.008611111111112,400001978437606
dp_icao,11634,IMOLA,EUROCONTROL NMOC,IMOLA,35.073875,139.4974861111111,400003150496536
dp_icao,66631,IMOLA,EUROCONTROL NMOC,IMOLA,11.209722222222222,-85.79638888888888,17845936
dp_icao,11738,INDIA,EUROCONTROL NMOC,INDIA,24.101175,118.85749722222222,17855237
dp_icao,11739,INDIA,EUROCONTROL NMOC,INDIA,25.745,50.69444444444444,400003010654268
dp_icao,66762,INDIA,EUROCONTROL NMOC,INDIA,28.434497222222223,-80.76534722222222,17882966
dp_adhp,2725,INDUS,EUROCONTROL NMOC,INDUS,22.044722222222223,113.60027777777778,400003734936245
dp_icao,11760,INDUS,EUROCONTROL NMOC,INDUS,61.975833333333334,73.33833333333332,400001256735827
dp_other,13731,INL02,NAV CANADA,INL009002,48.599269444444445,-93.39165277777778,259233862
dp_other,13732,INL02,NAV CANADA,INL329002,48.60038055555556,-93.43118055555556,259240710
dp_other,13733,INL03,NAV CANADA,INL349003,48.60602777777778,-93.40930555555556,259235623
dp_other,13734,INL03,NAV CANADA,INL294003,48.59574722222222,-93.47885000000001,259244257
dp_icao,11859,INOBE,EUROCONTROL NMOC,INOBE,27.931016666666668,128.75330277777778,300000245407726
dp_icao,66874,INOBE,EUROCONTROL NMOC,INOBE,48.08182777777778,-116.7630638888889,259681443
dp_adhp,2729,IONIC,EUROCONTROL NMOC,IONIC,22.267916666666665,114.08720277777778,400003734936251
dp_icao,12003,IONIC,EUROCONTROL NMOC,IONIC,22.035833333333336,121.00777777777778,1213271445
dp_icao,12077,IPNAK,EUROCONTROL NMOC,IPNAK,1.62,104.09194444444444,308232275
dp_icao,12078,IPNAK,EUROCONTROL NMOC,IPNAK,6.015,101.9678,400002408834019
dp_icao,12270,IRUKA,EUROCONTROL NMOC,IRUKA,32.46013333333334,130.45416666666665,400001224153897
dp_icao,67333,IRUKA,EUROCONTROL NMOC,IRUKA,8.716388888888888,-80.04472222222222,17845963
dp_other,6618,ISA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,ISABELA,6.705277777777778,121.97083333333333,400004385593151
dp_other,6619,ISA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,ISABELA,10.230802777777777,122.95305,400005119805332
dp_icao,67352,ISAAC,EUROCONTROL NMOC,ISAAC,25.952222222222222,-78.79777777777778,17883139
dp_icao,120217,ISAAC,EUROCONTROL NMOC,ISAAC,-22.87002222222222,17.123208333333334,400002395814653
dp_icao,12315,ISIYA,EUROCONTROL NMOC,ISIYA,43.02013888888889,141.64706388888888,800001084663041
dp_icao,67410,ISIYA,EUROCONTROL NMOC,ISIYA,35.64169444444445,-85.14123055555557,101000746142234
dp_icao,12533,IVORY,EUROCONTROL NMOC,IVORY,41.14694594,8.48305606,17837654
dp_icao,67801,IVORY,EUROCONTROL NMOC,IVORY,30.532655555555554,-86.92070833333334,101000746145745
dp_icao,12616,JACKO,EUROCONTROL NMOC,JACKO,51.73573611111111,1.4266666666666667,17837675
dp_icao,68209,JACKO,EUROCONTROL NMOC,JACKO,44.823600000000006,-93.06117222222223,101000746146668
dp_icao,12633,JAMPA,EUROCONTROL NMOC,JAMPA,18.77736111111111,102.88972222222223,258419401
dp_icao,68541,JAMPA,EUROCONTROL NMOC,JAMPA,58.37020833333333,-134.68596666666667,259680648
dp_icao,68585,JANES,EUROCONTROL NMOC,JANES,31.765875,-88.43502222222223,17883343
dp_icao,68586,JANES,EUROCONTROL NMOC,JANES,10.1485,-84.19800000000001,1327066236
dp_icao,12636,JANGO,EUROCONTROL NMOC,JANGO,33.80936944444444,134.24299722222221,800000377447333
dp_icao,68593,JANGO,EUROCONTROL NMOC,JANGO,27.976658333333333,-81.74433888888889,101000774535488
dp_icao,12637,JANUS,EUROCONTROL NMOC,JANUS,31.754625,131.08057222222223,623858097
dp_icao,68643,JANUS,EUROCONTROL NMOC,JANUS,26.094113888888888,-79.63351111111112,17883367
dp_icao,68843,JATEX,EUROCONTROL NMOC,JATEX,44.02780833333333,-88.68445833333334,17883412
dp_icao,68844,JATEX,EUROCONTROL NMOC,JATEX,25.534444444444446,-76.91555555555556,101002372288897
dp_icao,69363,JELLI,EUROCONTROL NMOC,JELLI,29.992708333333333,-95.68334166666666,101000746162671
dp_icao,120386,JELLI,EUROCONTROL NMOC,JELLI,-33.89388888888889,151.37861111111113,224632115
dp_icao,12689,JOINT,EUROCONTROL NMOC,JOINT,26.342469444444443,127.62583333333333,400003424684557
dp_icao,70915,JOINT,EUROCONTROL NMOC,JOINT,33.86709444444445,-79.32318055555555,17883735
dp_icao,12690,JOKER,EUROCONTROL NMOC,JOKER,31.116286111111112,131.45921944444444,17855333
dp_icao,70939,JOKER,EUROCONTROL NMOC,JOKER,33.83813055555556,-81.90627777777779,17883738
dp_icao,120400,JOKER,EUROCONTROL NMOC,JOKER,-31.416666666666668,151.86333333333332,17868034
dp_icao,71003,JOLLY,EUROCONTROL NMOC,JOLLY,31.867458333333335,-95.65803055555556,101000746273964
dp_icao,120403,JOLLY,EUROCONTROL NMOC,JOLLY,-23.0,110.0,90999368
dp_icao,12695,JOMMY,EUROCONTROL NMOC,JOMMY,42.816113888888886,142.1221027777778,321541309
dp_icao,71059,JOMMY,EUROCONTROL NMOC,JOMMY,31.5322,-109.63746666666667,101000746240838
dp_icao,71229,JORDY,EUROCONTROL NMOC,JORDY,42.086536111111116,-93.52578333333334,17883777
dp_icao,120405,JORDY,EUROCONTROL NMOC,JORDY,-32.3925,154.68666666666667,17868043
dp_icao,71450,JOWEE,EUROCONTROL NMOC,JOWEE,38.659444444444446,-104.53999999999999,101002053775533
dp_icao,120409,JOWEE,EUROCONTROL NMOC,JOWEE,-22.244847222222223,17.440994444444446,400003424604009
dp_adhp,8229,JUDDY,EUROCONTROL NMOC,JUDDY,-4.7787194444444445,55.62117222222222,400001667928256
dp_icao,71606,JUDDY,EUROCONTROL NMOC,JUDDY,30.524180555555553,-96.14663333333334,17883837
dp_icao,71786,JULES,EUROCONTROL NMOC,JULES,55.31007222222222,-131.42863055555554,259687350
dp_icao,120411,JULES,EUROCONTROL NMOC,JULES,-15.158611111111112,130.77583333333334,17868058
dp_other,6692,K,AUSTRO CONTROL GMBH,K (LOAV),47.98833333,16.22333333,400002467752411
dp_other,6693,K,AUSTRO CONTROL GMBH,KILO (LOWL),48.31583333,14.15194444,400002467752414
dp_other,6694,K,AUSTRO CONTROL GMBH,K (LOIH),47.34527778,9.60138889,400004371781482
dp_other,6695,K,AUSTRO CONTROL GMBH,KILO (LOWI),47.21111111,11.0,400004767440269
dp_other,6717,KA27W,EUROCONTROL NMOC,KA27W,56.2965306,8.9684806,400001538398614
dp_other,13781,KA27W,EUROCONTROL NMOC,KA27W,34.5,-104.0,101000701652714
dp_icao,12760,KACHU,EUROCONTROL NMOC,KACHU,24.95726111111111,125.34109722222222,400003045648920
dp_icao,72322,KACHU,EUROCONTROL NMOC,KACHU,44.31199722222222,-89.85988611111111,800001975436329
dp_icao,12776,KADON,EUROCONTROL NMOC,KADON,28.21013888888889,129.82304166666665,400003915432083
dp_icao,120446,KADON,EUROCONTROL NMOC,KADON,-42.9325,147.64583333333331,400003409062026
dp_icao,12777,KADRA,EUROCONTROL NMOC,KADRA,34.96611111111111,10.704722222222221,17817798
dp_icao,12778,KADRA,EUROCONTROL NMOC,KADRA,32.36666666666667,13.616666666666667,400005078914204
dp_icao,12801,KAGRA,EUROCONTROL NMOC,KAGRA,43.67297222222222,142.33036666666666,17855393
dp_icao,12802,KAGRA,EUROCONTROL NMOC,KAGRA,26.456666666666667,107.04055555555556,400001589412121
dp_icao,12813,KAIFU,EUROCONTROL NMOC,KAIFU,33.60278888888889,134.54201111111112,17855396
dp_icao,120465,KAIFU,EUROCONTROL NMOC,KAIFU,-8.22803888888889,146.64295833333333,17939753
dp_icao,72450,KALLI,EUROCONTROL NMOC,KALLI,60.474783333333335,-151.32142222222222,259672746
dp_icao,72451,KALLI,EUROCONTROL NMOC,KALLI,37.465138888888895,-77.64745833333335,400001197568099
dp_icao,12869,KAMAT,EUROCONTROL NMOC,KAMAT,35.564875,139.6969138888889,626108754
dp_icao,72467,KAMAT,EUROCONTROL NMOC,KAMAT,40.349897222222225,-106.74781666666667,101000746165568
dp_icao,12904,KANAL,EUROCONTROL NMOC,KANAL,62.150555555555556,73.61527777777778,17828211
dp_icao,72493,KANAL,EUROCONTROL NMOC,KANAL,17.307222222222222,-96.10194444444444,17846032
dp_icao,12919,KANNA,EUROCONTROL NMOC,KANNA,35.50313055555556,134.68943055555556,400001068928261
dp_icao,72520,KANNA,EUROCONTROL NMOC,KANNA,26.000355555555554,-97.00024166666667,17883975
dp_icao,12922,KANON,EUROCONTROL NMOC,KANON,49.533055555555556,40.465,17828220
dp_icao,72525,KANON,EUROCONTROL NMOC,KANON,38.39590277777778,-105.99182222222223,17883984
dp_icao,12926,KANRO,EUROCONTROL NMOC,KANRO,45.18592222222222,140.91664166666666,400004053672858
dp_icao,120524,KANRO,EUROCONTROL NMOC,KANRO,-42.895833333333336,147.62,400003409062029
dp_icao,12955,KAPPA,EUROCONTROL NMOC,KAPPA,36.705088888888895,132.8603138888889,400001877869516
dp_icao,72574,KAPPA,EUROCONTROL NMOC,KAPPA,40.62963888888889,-88.92057222222223,17883990
dp_icao,12971,KARAT,EUROCONTROL NMOC,KARAT,42.68138888888889,39.27027777777778,17828235
dp_icao,120542,KARAT,EUROCONTROL NMOC,KARAT,-17.471944444444443,55.56638888888889,17817846
dp_icao,13038,KATAK,EUROCONTROL NMOC,KATAK,22.803055555555556,55.952222222222225,400002615397278
dp_icao,120567,KATAK,EUROCONTROL NMOC,KATAK,-17.743333333333336,33.00666666666667,17817858
dp_icao,72729,KATHY,EUROCONTROL NMOC,KATHY,50.52044166666666,-1.3333972222222221,17837777
dp_icao,72730,KATHY,EUROCONTROL NMOC,KATHY,27.268977777777778,-98.64429166666667,1661137342
dp_icao,72871,KAYAK,EUROCONTROL NMOC,KAYAK,64.225,-39.99556,17837789
dp_icao,72872,KAYAK,EUROCONTROL NMOC,KAYAK,19.91221111111111,-156.03898055555555,17855516
dp_icao,72956,KEBAB,EUROCONTROL NMOC,KEBAB,60.485575000000004,-147.45280277777778,17823329
dp_icao,120579,KEBAB,EUROCONTROL NMOC,KEBAB,-33.2725,154.49277777777777,17868309
dp_icao,13114,KEDON,EUROCONTROL NMOC,KEDON,14.26225,42.60927777777778,19179870
dp_icao,13115,KEDON,EUROCONTROL NMOC,KEDON,20.084166666666665,55.98361111111111,400003214337299
dp_icao,13156,KEKOP,EUROCONTROL NMOC,KEKOP,64.385,176.52833333333334,400001329481894
dp_icao,13157,KEKOP,EUROCONTROL NMOC,KEKOP,2.1331416666666665,9.827694444444445,400002664311756
dp_icao,73290,KELLY,EUROCONTROL NMOC,KELLY,53.905408333333334,-4.3640333333333325,17837822
dp_icao,73291,KELLY,EUROCONTROL NMOC,KELLY,39.41367777777778,-86.67137222222223,17884137
dp_icao,120591,KELLY,EUROCONTROL NMOC,KELLY,-35.69694444444444,148.85416666666666,224632963
dp_icao,73315,KELSO,EUROCONTROL NMOC,KELSO,12.217222222222222,-58.72166666666667,17846101
dp_icao,73316,KELSO,EUROCONTROL NMOC,KELSO,35.13402222222222,-86.54172222222222,101000746214360
dp_icao,13196,KEMER,EUROCONTROL NMOC,KEMER,37.600833333333334,34.725833333333334,92080989
dp_icao,120596,KEMER,EUROCONTROL NMOC,KEMER,-4.881516666666667,14.171602777777776,400001678908896
dp_icao,13215,KENDA,EUROCONTROL NMOC,KENDA,39.42047222222222,141.2021861111111,400004053672878
dp_icao,73395,KENDA,EUROCONTROL NMOC,KENDA,39.35296944444445,-70.49944722222223,17884164
dp_icao,13230,KENOK,EUROCONTROL NMOC,KENOK,49.857225,14.7594444,18355062
dp_icao,73432,KENOK,EUROCONTROL NMOC,KENOK,18.134999999999998,-71.9,17846110
dp_icao,73551,KERRI,EUROCONTROL NMOC,KERRI,41.84374722222223,-74.73748055555555,17884227
