code_id,data_originator,adet,farkli_koordinat,tablolar,isimler
ALTON,EUROCONTROL NMOC,2,2,dp_icao,ALTON
AMARU,EUROCONTROL NMOC,2,2,dp_icao,AMARU
AMBOD,EUROCONTROL NMOC,2,2,dp_icao,AMBOD
AMEDO,EUROCONTROL NMOC,2,2,dp_icao,AMEDO
AMIDA,EUROCONTROL NMOC,2,2,dp_icao,AMIDA
AMITY,EUROCONTROL NMOC,2,2,dp_icao,AMITY
AMU,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"AMULUNG EAST,AMULUNG WEST"
AMULA,EUROCONTROL NMOC,2,2,dp_icao,AMULA
ANDEE,EUROCONTROL NMOC,2,2,dp_icao,ANDEE
ANEMO,EUROCONTROL NMOC,2,2,dp_icao,ANEMO
ANGEL,EUROCONTROL NMOC,2,2,dp_icao,ANGEL
ANGUS,EUROCONTROL NMOC,2,2,dp_icao,ANGUS
ANKOR,EUROCONTROL NMOC,2,2,dp_icao,ANKOR
ANNNA,EUROCONTROL NMOC,2,2,dp_icao,ANNNA
ANPAN,EUROCONTROL NMOC,2,2,dp_icao,ANPAN
ANTON,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"dp_icao,dp_adhp",ANTON
ANTON,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",ANTON
ANVIX,EUROCONTROL NMOC,2,2,dp_icao,ANVIX
ANZAC,EUROCONTROL NMOC,2,2,dp_icao,ANZAC
APMAV,EUROCONTROL NMOC,2,2,dp_icao,APMAV
APMUX,EUROCONTROL NMOC,2,2,dp_icao,APMUX
APNEX,EUROCONTROL NMOC,2,2,dp_icao,APNEX
APO,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"APO GOLF COURSE,APO ISLAND"
APOLO,EUROCONTROL NMOC,2,2,dp_icao,APOLO
APPLE,EUROCONTROL NMOC,2,2,dp_icao,APPLE
APRIL,EUROCONTROL NMOC,2,2,dp_icao,APRIL
ARAKA,EUROCONTROL NMOC,2,2,dp_icao,ARAKA
ARC11,NAV CANADA,2,2,dp_adhp,ARC11
ARC31,NAV CANADA,2,2,dp_adhp,"ARC07,ARC31"
ARC32,NAV CANADA,2,2,dp_adhp,ARC32
AREMA,EUROCONTROL NMOC,2,2,dp_icao,AREMA
ARENA,EUROCONTROL NMOC,2,2,dp_icao,ARENA
ARIEL,EUROCONTROL NMOC,2,2,dp_icao,ARIEL
ARLEN,EUROCONTROL NMOC,2,2,dp_icao,ARLEN
ARLON,EUROCONTROL NMOC,2,2,dp_icao,ARLON
ARRAN,EUROCONTROL NMOC,2,2,dp_icao,ARRAN
ARROW,EUROCONTROL NMOC,2,2,dp_icao,ARROW
ARTIC,EUROCONTROL NMOC,2,2,dp_icao,ARTIC
ASARI,EUROCONTROL NMOC,2,2,dp_icao,ASARI
ASOLE,EUROCONTROL NMOC,2,2,dp_icao,ASOLE
ASPEN,EUROCONTROL NMOC,2,2,dp_icao,ASPEN
ASTAK,EUROCONTROL NMOC,2,2,dp_icao,ASTAK
ASTON,EUROCONTROL NMOC,2,2,dp_icao,ASTON
ASTOR,EUROCONTROL NMOC,2,2,dp_icao,ASTOR
ATOLL,EUROCONTROL NMOC,2,2,dp_icao,ATOLL
ATUMI,EUROCONTROL NMOC,2,2,dp_icao,ATUMI
AVANT,EUROCONTROL NMOC,2,2,dp_icao,AVANT
AVENA,EUROCONTROL NMOC,2,2,dp_icao,AVENA
AVION,EUROCONTROL NMOC,2,2,dp_icao,AVION
AWALI,EUROCONTROL NMOC,2,2,dp_icao,AWALI
AYAGU,EUROCONTROL NMOC,2,2,dp_icao,AYAGU
AZURE,EUROCONTROL NMOC,2,2,dp_icao,AZURE
B,AUSTRO CONTROL GMBH,2,2,dp_other,"B (LOAN),B (LOAV)"
BABAN,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"dp_icao,dp_other","BABAN,BABAN LAGOON"
BAC,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"BACONG SEAWALL,BACLAYON PORT"
BAKER,EUROCONTROL NMOC,2,2,dp_icao,BAKER
BALAN,EUROCONTROL NMOC,2,2,dp_icao,BALAN
BALAS,EUROCONTROL NMOC,2,2,dp_icao,BALAS
BAMBO,EUROCONTROL NMOC,2,2,dp_icao,BAMBO
BAMBU,EUROCONTROL NMOC,2,2,dp_icao,BAMBU
BANSU,EUROCONTROL NMOC,2,2,dp_icao,BANSU
BANTA,EUROCONTROL NMOC,2,2,dp_icao,BANTA
BARAT,EUROCONTROL NMOC,2,2,dp_icao,BARAT
BARBA,EUROCONTROL NMOC,2,2,dp_icao,BARBA
BARBY,EUROCONTROL NMOC,2,2,dp_icao,BARBY
BARKU,EUROCONTROL NMOC,2,2,dp_icao,BARKU
BARON,EUROCONTROL NMOC,2,2,dp_icao,BARON
BAS,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"BASILAN,BASIAO"
BASEM,EUROCONTROL NMOC,2,2,dp_icao,BASEM
BASIN,EUROCONTROL NMOC,2,2,dp_icao,BASIN
BASKO,EUROCONTROL NMOC,2,2,dp_icao,BASKO
BASSA,EUROCONTROL NMOC,2,2,dp_icao,BASSA
BATAK,EUROCONTROL NMOC,2,2,dp_icao,BATAK
BEACH,EUROCONTROL NMOC,2,2,dp_icao,BEACH
BEADS,EUROCONTROL NMOC,2,2,dp_icao,BEADS
BEAST,EUROCONTROL NMOC,2,2,dp_icao,BEAST
BECKY,EUROCONTROL NMOC,2,2,dp_icao,BECKY
BEDOK,EUROCONTROL NMOC,2,2,dp_icao,BEDOK
BEDON,EUROCONTROL NMOC,2,2,dp_icao,BEDON
BEKEN,EUROCONTROL NMOC,2,2,dp_icao,BEKEN
BELDI,EUROCONTROL NMOC,2,2,dp_icao,BELDI
BEMOT,EUROCONTROL NMOC,2,2,dp_icao,BEMOT
BENDO,EUROCONTROL NMOC,2,2,dp_icao,BENDO
BENES,EUROCONTROL NMOC,2,2,dp_icao,BENES
BENGA,EUROCONTROL NMOC,2,2,dp_icao,BENGA
BENNY,EUROCONTROL NMOC,2,2,dp_icao,BENNY
BERBO,EUROCONTROL NMOC,2,2,dp_icao,BERBO
BERIL,EUROCONTROL NMOC,2,2,dp_icao,BERIL
BERNI,EUROCONTROL NMOC,2,2,dp_icao,BERNI
BESTO,EUROCONTROL NMOC,2,2,dp_icao,BESTO
BETEL,EUROCONTROL NMOC,2,2,dp_icao,BETEL
BETTY,EUROCONTROL NMOC,2,2,dp_icao,BETTY
BIB,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"BIBILIK,BIBIANA"
BIKIP,EUROCONTROL NMOC,2,2,dp_icao,BIKIP
BILLY,EUROCONTROL NMOC,2,2,dp_icao,BILLY
BIMBO,EUROCONTROL NMOC,2,2,dp_icao,BIMBO
BIMOL,EUROCONTROL NMOC,2,2,dp_adhp,BIMOL
BINGO,EUROCONTROL NMOC,2,2,dp_icao,BINGO
BIPOP,EUROCONTROL NMOC,2,2,dp_icao,BIPOP
BIRIM,EUROCONTROL NMOC,2,2,dp_icao,BIRIM
BISON,EUROCONTROL NMOC,2,2,dp_icao,BISON
BIVAT,EUROCONTROL NMOC,2,2,dp_icao,BIVAT
BIZEN,EUROCONTROL NMOC,2,2,dp_icao,BIZEN
BLISS,EUROCONTROL NMOC,2,2,dp_icao,BLISS
BLUES,EUROCONTROL NMOC,2,2,dp_icao,BLUES
BN500,EUROCONTROL NMOC,2,2,dp_other,"BN500 IF,BN500"
BN501,EUROCONTROL NMOC,2,2,dp_other,BN501
BOGUM,EUROCONTROL NMOC,2,2,dp_icao,BOGUM
BOKAT,EUROCONTROL NMOC,2,2,dp_icao,BOKAT
BOKSO,EUROCONTROL NMOC,2,2,dp_icao,BOKSO
BONDO,EUROCONTROL NMOC,2,2,dp_icao,BONDO
BONGO,EUROCONTROL NMOC,2,2,dp_icao,BONGO
BONIL,EUROCONTROL NMOC,2,2,dp_icao,BONIL
BONUS,EUROCONTROL NMOC,2,2,dp_icao,BONUS
BOOST,EUROCONTROL NMOC,2,2,dp_icao,BOOST
BORKI,EUROCONTROL NMOC,2,2,dp_icao,BORKI
BOROS,EUROCONTROL NMOC,2,2,dp_icao,BOROS
BOTAN,EUROCONTROL NMOC,2,2,dp_icao,BOTAN
BOURI,EUROCONTROL NMOC,2,2,dp_icao,BOURI
BOXER,EUROCONTROL NMOC,2,2,dp_icao,BOXER
BRAIN,EUROCONTROL NMOC,2,2,dp_icao,BRAIN
BRAND,EUROCONTROL NMOC,2,2,dp_icao,BRAND
BRENT,EUROCONTROL NMOC,2,2,dp_icao,BRENT
BRONZ,EUROCONTROL NMOC,2,2,dp_icao,BRONZ
BROOK,EUROCONTROL NMOC,2,2,dp_icao,BROOK
BRUCE,EUROCONTROL NMOC,2,2,dp_icao,BRUCE
BRUTE,EUROCONTROL NMOC,2,2,dp_icao,BRUTE
BUBLE,EUROCONTROL NMOC,2,2,dp_icao,BUBLE
BUE,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,BUENAVISTA
BULLA,EUROCONTROL NMOC,2,2,dp_icao,BULLA
BUMER,EUROCONTROL NMOC,2,2,dp_icao,BUMER
BUNKA,EUROCONTROL NMOC,2,2,dp_icao,BUNKA
BURLI,EUROCONTROL NMOC,2,2,dp_icao,BURLI
BURNI,EUROCONTROL NMOC,2,2,dp_icao,BURNI
BURPA,EUROCONTROL NMOC,2,2,dp_icao,BURPA
BUSCH,EUROCONTROL NMOC,2,2,dp_icao,BUSCH
BUTRA,EUROCONTROL NMOC,2,2,dp_icao,BUTRA
BYWAY,EUROCONTROL NMOC,2,2,dp_icao,BYWAY
C,DFS DEUTSCHE FLUGSICHERUNG GMBH,2,2,dp_other,"EDDC CHARLIE,EDVE CHARLIE"
CAB,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"CABAGAN,CABADBARAN"
CACHI,EUROCONTROL NMOC,2,2,dp_icao,CACHI
CALDO,EUROCONTROL NMOC,2,2,dp_icao,CALDO
CAM,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"CAMSUR WATERSPORTS COMPLEX,CAMELLA HOMES"
CAMAS,EUROCONTROL NMOC,2,2,dp_icao,CAMAS
CAMBO,EUROCONTROL NMOC,2,2,dp_icao,CAMBO
CAMEO,EUROCONTROL NMOC,2,2,dp_icao,CAMEO
CANDY,EUROCONTROL NMOC,2,2,dp_icao,CANDY
CANON,EUROCONTROL NMOC,2,2,dp_icao,CANON
CANTO,EUROCONTROL NMOC,2,2,dp_icao,CANTO
CARCO,EUROCONTROL NMOC,2,2,dp_icao,CARCO
CASEL,EUROCONTROL NMOC,2,2,dp_icao,CASEL
CASIO,EUROCONTROL NMOC,2,2,dp_icao,CASIO
CELBI,EUROCONTROL NMOC,2,2,dp_icao,CELBI
CELES,EUROCONTROL NMOC,2,2,dp_icao,CELES
CF16,NAV CANADA,2,2,dp_adhp,"IXC342010,ILW339015"
CHAKO,EUROCONTROL NMOC,2,2,dp_icao,CHAKO
CHALI,EUROCONTROL NMOC,2,2,dp_icao,CHALI
CHAMB,EUROCONTROL NMOC,2,2,dp_icao,CHAMB
CHEEZ,EUROCONTROL NMOC,2,2,dp_icao,CHEEZ
CHILY,EUROCONTROL NMOC,2,2,dp_icao,CHILY
CHIPS,EUROCONTROL NMOC,2,2,dp_icao,CHIPS
CHOOK,EUROCONTROL NMOC,2,2,dp_icao,CHOOK
CISCO,EUROCONTROL NMOC,2,2,dp_icao,CISCO
CISHO,EUROCONTROL NMOC,2,2,dp_icao,CISHO
CLARA,EUROCONTROL NMOC,2,2,dp_icao,CLARA
CLARK,EUROCONTROL NMOC,2,2,dp_icao,CLARK
CLIFF,EUROCONTROL NMOC,2,2,dp_icao,CLIFF
CLOAK,EUROCONTROL NMOC,2,2,dp_icao,CLOAK
CLONE,EUROCONTROL NMOC,2,2,dp_icao,CLONE
CLYDE,EUROCONTROL NMOC,2,2,dp_icao,CLYDE
COCOS,EUROCONTROL NMOC,2,2,dp_icao,COCOS
COLLY,EUROCONTROL NMOC,2,2,dp_icao,COLLY
COLOR,EUROCONTROL NMOC,2,2,dp_icao,COLOR
COMBI,EUROCONTROL NMOC,2,2,dp_icao,COMBI
CON,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"dp_icao,dp_other","CONSING,CONSOLACION"
CONAR,EUROCONTROL NMOC,2,2,dp_icao,CONAR
CONCH,EUROCONTROL NMOC,2,2,dp_icao,CONCH
CONGA,EUROCONTROL NMOC,2,2,dp_icao,CONGA
COPEN,EUROCONTROL NMOC,2,2,dp_icao,COPEN
COPPA,EUROCONTROL NMOC,2,2,dp_icao,COPPA
COPRA,EUROCONTROL NMOC,2,2,dp_icao,COPRA
CORAL,EUROCONTROL NMOC,2,2,dp_icao,CORAL
CORGI,EUROCONTROL NMOC,2,2,dp_icao,CORGI
COSMO,EUROCONTROL NMOC,2,2,dp_icao,COSMO
CRANE,EUROCONTROL NMOC,2,2,dp_icao,CRANE
CREAM,EUROCONTROL NMOC,2,2,dp_icao,CREAM
CREWE,EUROCONTROL NMOC,2,2,dp_icao,CREWE
CUBIT,EUROCONTROL NMOC,2,2,dp_icao,CUBIT
CUL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,CULASI
CUPIE,EUROCONTROL NMOC,2,2,dp_icao,CUPIE
CURVY,EUROCONTROL NMOC,2,2,dp_icao,CURVY
CUTEL,EUROCONTROL NMOC,2,2,dp_icao,CUTEL
DABRA,EUROCONTROL NMOC,2,2,dp_icao,DABRA
DABUR,EUROCONTROL NMOC,2,2,dp_icao,DABUR
DAGDA,EUROCONTROL NMOC,2,2,dp_icao,DAGDA
DAGRI,EUROCONTROL NMOC,2,2,dp_icao,DAGRI
DAHRA,EUROCONTROL NMOC,2,2,dp_icao,DAHRA
DALEY,EUROCONTROL NMOC,2,2,dp_icao,DALEY
DALON,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",DALON
DANDY,EUROCONTROL NMOC,2,2,dp_icao,DANDY
DANGO,EUROCONTROL NMOC,2,2,dp_icao,DANGO
DAO,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"DAODAO,DAO"
DARKE,EUROCONTROL NMOC,2,2,dp_icao,DARKE
DARKS,EUROCONTROL NMOC,2,2,dp_icao,DARKS
DASON,EUROCONTROL NMOC,2,2,dp_icao,DASON
DAVEY,EUROCONTROL NMOC,2,2,dp_icao,DAVEY
DB403,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB403
DB413,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB413
DB423,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB423
DB461,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB461
DB463,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB463
DB464,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB464
DB465,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB465
DB466,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB466
DB467,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB467
DB531,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","DB531,DB531 (K220-)"
DB532,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB532
DB533,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB533
DB534,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB534
DB572,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","DB572,DB572 (K220-)"
DB582,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DB582
DEANE,EUROCONTROL NMOC,2,2,dp_icao,DEANE
DEBAR,EUROCONTROL NMOC,2,2,dp_icao,DEBAR
DEBEE,EUROCONTROL NMOC,2,2,dp_icao,DEBEE
DEFOE,EUROCONTROL NMOC,2,2,dp_icao,DEFOE
DEKUM,EUROCONTROL NMOC,2,2,dp_icao,DEKUM
DELAM,EUROCONTROL NMOC,2,2,dp_icao,DELAM
DELFI,EUROCONTROL NMOC,2,2,dp_icao,DELFI
DELTA,DFS DEUTSCHE FLUGSICHERUNG GMBH,2,2,dp_other,"EDDG DELTA,EDDH DELTA"
DEMET,EUROCONTROL NMOC,2,2,dp_icao,DEMET
DENBY,EUROCONTROL NMOC,2,2,dp_icao,DENBY
DENNY,EUROCONTROL NMOC,2,2,dp_icao,DENNY
DENSA,EUROCONTROL NMOC,2,2,dp_icao,DENSA
DERBY,EUROCONTROL NMOC,2,2,dp_icao,DERBY
DERRY,EUROCONTROL NMOC,2,2,dp_icao,DERRY
DF550,EUROCONTROL NMOC,2,2,dp_other,"DF550,FAP RWY07C/GLS 3.2"
DIKBA,EUROCONTROL NMOC,2,2,dp_icao,DIKBA
DILMA,EUROCONTROL NMOC,2,2,dp_icao,DILMA
DINGO,EUROCONTROL NMOC,2,2,dp_icao,DINGO
DIPLO,EUROCONTROL NMOC,2,2,dp_icao,DIPLO
DIPSO,EUROCONTROL NMOC,2,2,dp_icao,DIPSO
DIRAX,EUROCONTROL NMOC,2,2,dp_icao,DIRAX
DITTO,EUROCONTROL NMOC,2,2,dp_icao,DITTO
DOGAR,EUROCONTROL NMOC,2,2,dp_icao,DOGAR
DOLLY,EUROCONTROL NMOC,2,2,dp_icao,DOLLY
DORIS,EUROCONTROL NMOC,2,2,dp_icao,DORIS
DOSEL,EUROCONTROL NMOC,2,2,dp_icao,DOSEL
DOYLE,EUROCONTROL NMOC,2,2,dp_icao,DOYLE
DOZEN,EUROCONTROL NMOC,2,2,dp_icao,DOZEN
DRADO,EUROCONTROL NMOC,2,2,dp_icao,DRADO
DRAIN,EUROCONTROL NMOC,2,2,dp_icao,DRAIN
DREAM,EUROCONTROL NMOC,2,2,dp_icao,DREAM
DU610,EUROCONTROL NMOC,2,2,dp_other,DU610
DU611,EUROCONTROL NMOC,2,2,dp_other,DU611
DUBAG,EUROCONTROL NMOC,2,2,dp_icao,DUBAG
DUBIN,EUROCONTROL NMOC,2,2,dp_icao,DUBIN
DUGON,EUROCONTROL NMOC,2,2,dp_icao,DUGON
DUMPA,EUROCONTROL NMOC,2,2,dp_icao,DUMPA
DUNES,EUROCONTROL NMOC,2,2,dp_icao,DUNES
DUNNE,EUROCONTROL NMOC,2,2,dp_icao,DUNNE
DW400,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DW400
DW404,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DW404
DW412,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",DW412
DX1,EUROCONTROL NMOC,2,2,dp_other,"DX1 25 DME MUN RWY26 KIRDI/5.3 NM TO MEBEK,DX1 6.0 DME HDO RWY04 HDO"
DX4,EUROCONTROL NMOC,2,2,dp_other,"DX4 6.6 NM TO GIVMI,DX4 40.0 DME HDO RWY04 OSKAN"
EBONY,EUROCONTROL NMOC,2,2,dp_icao,EBONY
EBRAX,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",EBRAX
ECHO,SKEYES,2,2,dp_adhp,"EBST VFR REP POINT ECHO,EBLG VFR REP POINT ECHO"
ECKHO,EUROCONTROL NMOC,2,2,dp_icao,ECKHO
ELDER,EUROCONTROL NMOC,2,2,dp_icao,ELDER
EMELA,EUROCONTROL NMOC,2,2,dp_icao,EMELA
EMIKO,EUROCONTROL NMOC,2,2,dp_icao,EMIKO
EMITT,EUROCONTROL NMOC,2,2,dp_icao,EMITT
EMONA,EUROCONTROL NMOC,2,2,dp_icao,EMONA
EN114,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN114,KY912/90"
EN115,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN115,KY912/120"
EN116,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN116,KY913/60"
EN133,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN133,KY938/60"
EN134,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN134,KY991/30"
EN140,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN140,KY955/30"
EN143,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN143,KY956/30"
EN146,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN146,LIFJELL"
EN147,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN147,MEHEIA"
EN310,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN310,KJAERSTAD"
EN311,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN311,RUNDE"
EN312,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN312,RORVIK"
EN314,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN314,FOKSEROED"
EN315,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN315,RAVNOEYA"
EN317,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN317,HONSTAD"
EN332,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN332,SOPAT"
EN333,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN333,BOKN EAST"
EN334,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN334,BOKN WEST"
EN335,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN335,FLATHOLMEN"
EN336,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN336,KVITSOY"
EN341,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN341,RYVARDEN"
EN342,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN342,ROKSUND"
EN343,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN343,SKJOLD"
EN344,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN344,SVEIO"
EN345,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN345,UTSIRA"
EN346,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN346,VEA"
EN351,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN351,DIMNA"
EN352,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other","EN352,RJANES"
ENORA,EUROCONTROL NMOC,2,2,dp_icao,ENORA
EPANA,EUROCONTROL NMOC,2,2,dp_icao,EPANA
EPDAG,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","EPDAG,GOLF"
EPDAL,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","EPDAL,LIMA"
ERINA,EUROCONTROL NMOC,2,2,dp_icao,ERINA
ESPAN,EUROCONTROL NMOC,2,2,dp_icao,ESPAN
ETLEK,EUROCONTROL NMOC,2,2,dp_icao,ETLEK
EXIGO,EUROCONTROL NMOC,2,2,dp_icao,EXIGO
EXTRA,EUROCONTROL NMOC,2,2,dp_icao,EXTRA
FAF08,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),2,2,dp_other,"FAF IAP LOC RWY 08 LUKK,FAF IAP VOR/DME RWY 08 LUKK"
FAF12,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,"dp_adhp,dp_other","FAF RWY 12 FOR LBPD IAP NDB RWY 12,FAF RWY 12 FOR LBPD IAP VOR RWY 12"
FAF26,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),2,2,dp_other,"FAF IAP VOR/DME RWY 26 LUKK,FAF IAP LOC RWY 26 LUKK"
FAROS,EUROCONTROL NMOC,2,2,dp_icao,FAROS
FENDI,EUROCONTROL NMOC,2,2,dp_icao,FENDI
FENIX,EUROCONTROL NMOC,2,2,dp_icao,FENIX
FENUR,EUROCONTROL NMOC,2,2,dp_icao,FENUR
FEVER,EUROCONTROL NMOC,2,2,dp_icao,FEVER
FF01,NAV CANADA,2,2,dp_adhp,"FO027005,4T001005"
FF03,NAV CANADA,2,2,dp_adhp,"YAS200005,GW228005"
FF05,NAV CANADA,2,2,dp_adhp,"YVV241005,FF05"
FF06,NAV CANADA,2,2,dp_adhp,"YMO230005,HI072005"
FF07,NAV CANADA,2,2,dp_adhp,"YIK262082,Q1061005"
FF070,NAV CANADA,2,2,dp_adhp,"YXP250005,YIO250005"
FF08,NAV CANADA,2,2,dp_adhp,"YSY084005,UZX269003"
FF09,NAV CANADA,2,2,dp_adhp,"YPL111005,ZFA264004"
FF10,NAV CANADA,2,2,dp_adhp,"YTS005274,YZF108005"
FF11,NAV CANADA,2,2,dp_adhp,"YZU305005,YPO093005"
FF12,NAV CANADA,2,2,dp_adhp,"UQQ296004,YSM309005"
FF16,NAV CANADA,2,2,dp_adhp,"ILW337009,YZF155005"
FF18,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,FF18
FF19,NAV CANADA,2,2,dp_adhp,"YPX201005,FO161005"
FF19I,EUROCONTROL NMOC,2,2,dp_other,FAF RWY 19
FF20,NAV CANADA,2,2,dp_adhp,"YPC012006,YCY030005"
FF22,NAV CANADA,2,2,dp_adhp,"YOD024006,YOC231005"
FF220,NAV CANADA,2,2,dp_adhp,"QD220005,YKQ040005"
FF24,NAV CANADA,2,2,dp_adhp,"YMO062005,4L063005"
FF29,NAV CANADA,2,2,dp_adhp,"ZSJ129005,YPO301005"
FF30,NAV CANADA,2,2,dp_adhp,"YIV115005,YUX134005"
FF33,NAV CANADA,2,2,dp_adhp,"UYR144001,YEK161005"
FIDLA,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",FIDLA
FIKUL,EUROCONTROL NMOC,2,2,dp_icao,FIKUL
FINCH,EUROCONTROL NMOC,2,2,dp_icao,FINCH
FINGA,EUROCONTROL NMOC,2,2,dp_icao,FINGA
FIRAN,EUROCONTROL NMOC,2,2,dp_icao,FIRAN
FISHA,EUROCONTROL NMOC,2,2,dp_icao,FISHA
FLORY,EUROCONTROL NMOC,2,2,dp_icao,FLORY
FOGEL,EUROCONTROL NMOC,2,2,dp_icao,FOGEL
FP19I,EUROCONTROL NMOC,2,2,dp_other,"FAP (ILS OR LOC, RNP) RWY 19,FAP (ILS OR LOC) RWY 19"
FPABC,EUROCONTROL NMOC,2,2,dp_other,
FRAIZ,EUROCONTROL NMOC,2,2,dp_icao,FRAIZ
FRE,SERVICE DE LINFORMATION AERONAUTIQUE,2,2,dp_other,"FREGATE,FR-E"
FREDO,EUROCONTROL NMOC,2,2,dp_icao,FREDO
FREED,EUROCONTROL NMOC,2,2,dp_icao,FREED
GABBY,EUROCONTROL NMOC,2,2,dp_icao,GABBY
GABEL,EUROCONTROL NMOC,2,2,dp_icao,GABEL
GALON,EUROCONTROL NMOC,2,2,dp_icao,GALON
GAMAR,EUROCONTROL NMOC,2,2,dp_icao,GAMAR
GANSU,EUROCONTROL NMOC,2,2,dp_icao,GANSU
GARBA,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",GARBA
GARKI,EUROCONTROL NMOC,2,2,dp_icao,GARKI
GARZA,EUROCONTROL NMOC,2,2,dp_icao,GARZA
GASSI,EUROCONTROL NMOC,2,2,dp_icao,GASSI
GATAM,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",GATAM
GATER,EUROCONTROL NMOC,2,2,dp_icao,GATER
GELMA,EUROCONTROL NMOC,2,2,dp_icao,GELMA
GEMIN,EUROCONTROL NMOC,2,2,dp_icao,GEMIN
GEMKU,EUROCONTROL NMOC,2,2,dp_icao,GEMKU
GEN,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"GENERAL AVIATION RAMP,GENSANVILLE"
GEORG,EUROCONTROL NMOC,2,2,dp_icao,"GEORGETOWN,GEORG"
GEROS,EUROCONTROL NMOC,2,2,dp_icao,GEROS
