code_id,data_originator,adet,farkli_koordinat,tablolar,isimler
PR632,EUROCONTROL NMOC,2,2,dp_other,PR632
PR633,EUROCONTROL NMOC,2,2,dp_other,PR633
PR634,EUROCONTROL NMOC,2,2,dp_other,PR634
PR635,EUROCONTROL NMOC,2,2,dp_other,PR635
PR637,EUROCONTROL NMOC,2,2,dp_other,PR637
PRAWN,EUROCONTROL NMOC,2,2,dp_icao,PRAWN
PRIUS,EUROCONTROL NMOC,2,2,dp_icao,PRIUS
PUFER,EUROCONTROL NMOC,2,2,dp_icao,PUFER
PUTER,EUROCONTROL NMOC,2,2,dp_icao,PUTER
QUAIL,EUROCONTROL NMOC,2,2,dp_icao,QUAIL
QUEST,EUROCONTROL NMOC,2,2,dp_icao,QUEST
QUIET,EUROCONTROL NMOC,2,2,dp_icao,QUIET
QUOTA,EUROCONTROL NMOC,2,2,dp_icao,QUOTA
RA501,EUROCONTROL NMOC,2,2,dp_other,RA501
RA502,EUROCONTROL NMOC,2,2,dp_other,RA502
RA801,EUROCONTROL NMOC,2,2,dp_other,RA801
RACER,EUROCONTROL NMOC,2,2,dp_icao,RACER
RADON,EUROCONTROL NMOC,2,2,dp_icao,RADON
RAGAS,EUROCONTROL NMOC,2,2,dp_icao,RAGAS
RAGGS,EUROCONTROL NMOC,2,2,dp_icao,RAGGS
RALPH,EUROCONTROL NMOC,2,2,dp_icao,RALPH
RAMEN,EUROCONTROL NMOC,2,2,dp_icao,RAMEN
RAMON,EUROCONTROL NMOC,2,2,dp_icao,RAMON
RANGY,EUROCONTROL NMOC,2,2,dp_icao,RANGY
RANSO,EUROCONTROL NMOC,2,2,dp_icao,RANSO
RECIF,EUROCONTROL NMOC,2,2,dp_icao,RECIF
REFRI,EUROCONTROL NMOC,2,2,dp_icao,REFRI
RELTA,EUROCONTROL NMOC,2,2,dp_icao,RELTA
RESOR,EUROCONTROL NMOC,2,2,dp_icao,RESOR
RIBON,EUROCONTROL NMOC,2,2,dp_icao,RIBON
RIDGE,EUROCONTROL NMOC,2,2,dp_icao,RIDGE
RINGO,EUROCONTROL NMOC,2,2,dp_icao,RINGO
RIPOD,EUROCONTROL NMOC,2,2,dp_icao,RIPOD
RITAS,EUROCONTROL NMOC,2,2,dp_icao,RITAS
RITON,EUROCONTROL NMOC,2,2,dp_icao,RITON
RIVET,EUROCONTROL NMOC,2,2,dp_icao,RIVET
ROBBO,EUROCONTROL NMOC,2,2,dp_icao,ROBBO
ROCCA,EUROCONTROL NMOC,2,2,dp_icao,ROCCA
ROCKY,EUROCONTROL NMOC,2,2,dp_icao,ROCKY
RODEN,EUROCONTROL NMOC,2,2,dp_icao,RODEN
RODIM,EUROCONTROL NMOC,2,2,dp_icao,RODIM
ROJAS,EUROCONTROL NMOC,2,2,dp_icao,ROJAS
ROKET,EUROCONTROL NMOC,2,2,dp_icao,ROKET
ROKGO,EUROCONTROL NMOC,2,2,dp_icao,ROKGO
RONIE,EUROCONTROL NMOC,2,2,dp_icao,RONIE
ROONY,EUROCONTROL NMOC,2,2,dp_icao,ROONY
ROSIE,EUROCONTROL NMOC,2,2,dp_icao,ROSIE
ROUTY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",ROUTY
ROYAL,EUROCONTROL NMOC,2,2,dp_icao,ROYAL
RUBIS,EUROCONTROL NMOC,2,2,dp_icao,RUBIS
RUDOL,EUROCONTROL NMOC,2,2,dp_icao,RUDOL
RUGBY,EUROCONTROL NMOC,2,2,dp_icao,RUGBY
RUMSY,EUROCONTROL NMOC,2,2,dp_icao,RUMSY
RW02,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW02
RW03,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW03
RW03R,DHMI TURKIYE,2,2,dp_adhp,RW03R
RW04,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW04
RW04,DHMI TURKIYE,2,2,dp_adhp,"RW04,RW04 LTCP"
RW05,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW05
RW05,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW05
RW05,DHMI TURKIYE,2,2,dp_adhp,"RW05 LTFD,RW05 LTBA"
RW06,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW06
RW06,DHMI TURKIYE,2,2,dp_adhp,"RW06 LTAY,RW06"
RW06,SKEYES,2,2,dp_adhp,RW06
RW06L,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",RW06L
RW06R,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",RW06R
RW08,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW08
RW08,ESTONIAN AIR NAVIGATION SERVICES,2,2,dp_other,
RW08R,EUROCONTROL NMOC,2,2,dp_other,"MAWP,MAPT"
RW08R,NAV CANADA,2,2,dp_adhp,RW08R
RW09,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW09
RW09,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,dp_other,"RW09,RW09 LBGO"
RW09,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,"RW09 MAPT,RW09"
RW09R,EUROCONTROL NMOC,2,2,dp_other,"RW09R,MAPT 0.1 DME HBD"
RW13,DHMI TURKIYE,2,2,dp_adhp,RW13
RW13R,NAV CANADA,2,2,dp_adhp,RW13R
RW14,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW14
RW15,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW15
RW17,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW17
RW17,EUROCONTROL NMOC,2,2,dp_other,RW17
RW20,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW20
RW20,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW20
RW20,EUROCONTROL NMOC,2,2,dp_other,RW20
RW21,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW21
RW22,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW22
RW23,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW23
RW23,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW23
RW23,DHMI TURKIYE,2,2,dp_adhp,RW23
RW24,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW24
RW24,DHMI TURKIYE,2,2,dp_adhp,"RW24 (LTAY),RW24"
RW24L,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",RW24L
RW24R,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",RW24R
RW25,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW25
RW25,DHMI TURKIYE,2,2,dp_adhp,RW25
RW26,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW26
RW26,ESTONIAN AIR NAVIGATION SERVICES,2,2,dp_other,
RW26L,EUROCONTROL NMOC,2,2,dp_other,"MAWP,MAPT"
RW27,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW27
RW27,BULATSA-BULGARIAN AIR TRAFFIC SERVICES AUTHORITY,2,2,dp_other,"RW27,RW27 LBGO"
RW27L,EUROCONTROL NMOC,2,2,dp_other,"MAWP RWY 27R,RW27L"
RW29,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW29
RW31,DHMI TURKIYE,2,2,dp_adhp,RW31
RW31L,NAV CANADA,2,2,dp_adhp,RW31L
RW32,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW32
RW33,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW33
RW34,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_adhp,RW34
RW35,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_adhp,RW35
S1,EUROCONTROL NMOC,2,2,dp_other,S1
S2,EUROCONTROL NMOC,2,2,dp_other,S2
SABAK,EUROCONTROL NMOC,2,2,dp_icao,SABAK
SABAR,EUROCONTROL NMOC,2,2,dp_icao,SABAR
SABER,EUROCONTROL NMOC,2,2,dp_icao,SABER
SABLE,EUROCONTROL NMOC,2,2,dp_icao,SABLE
SACHS,EUROCONTROL NMOC,2,2,dp_icao,SACHS
SADAN,EUROCONTROL NMOC,2,2,dp_icao,SADAN
SAFRA,EUROCONTROL NMOC,2,2,dp_icao,SAFRA
SAG,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SAGNAY,SAGBAYAN"
SAILS,EUROCONTROL NMOC,2,2,dp_icao,SAILS
SAKAR,EUROCONTROL NMOC,2,2,dp_icao,SAKAR
SAL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SALVACION,SALAGDOONG"
SALER,EUROCONTROL NMOC,2,2,dp_icao,SALER
SALIN,EUROCONTROL NMOC,2,2,dp_icao,SALIN
SALLY,EUROCONTROL NMOC,2,2,dp_icao,SALLY
SALON,EUROCONTROL NMOC,2,2,dp_icao,SALON
SALTY,EUROCONTROL NMOC,2,2,dp_icao,SALTY
SALWA,EUROCONTROL NMOC,2,2,dp_icao,SALWA
SAMAK,EUROCONTROL NMOC,2,2,dp_icao,SAMAK
SAMBA,EUROCONTROL NMOC,2,2,dp_icao,SAMBA
SAN1,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SANGALI,SAN RAFEL"
SAN2,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SAN ROQUE,SAN SIMON TOLL GATE"
SANDA,EUROCONTROL NMOC,2,2,dp_icao,SANDA
SANDO,EUROCONTROL NMOC,2,2,dp_icao,SANDO
SANGO,EUROCONTROL NMOC,2,2,dp_icao,SANGO
SANKO,EUROCONTROL NMOC,2,2,dp_icao,SANKO
SARAM,EUROCONTROL NMOC,2,2,dp_icao,SARAM
SARAN,EUROCONTROL NMOC,2,2,dp_icao,SARAN
SASRO,EUROCONTROL NMOC,2,2,dp_icao,SASRO
SASSY,EUROCONTROL NMOC,2,2,dp_icao,SASSY
SAVER,EUROCONTROL NMOC,2,2,dp_icao,SAVER
SB410,EUROCONTROL NMOC,2,2,dp_other,MATF RWY21
SB420,EUROCONTROL NMOC,2,2,dp_other,SB420
SB421,EUROCONTROL NMOC,2,2,dp_other,SB421
SB422,EUROCONTROL NMOC,2,2,dp_other,SB422
SB601,EUROCONTROL NMOC,2,2,dp_other,SB601
SB700,EUROCONTROL NMOC,2,2,dp_other,SB700
SB701,EUROCONTROL NMOC,2,2,dp_other,SB701
SB702,EUROCONTROL NMOC,2,2,dp_other,SB702
SB703,EUROCONTROL NMOC,2,2,dp_other,SB703
SB704,EUROCONTROL NMOC,2,2,dp_other,SB704
SB705,EUROCONTROL NMOC,2,2,dp_other,SB705
SB706,EUROCONTROL NMOC,2,2,dp_other,SB706
SB707,EUROCONTROL NMOC,2,2,dp_other,SB707
SB708,EUROCONTROL NMOC,2,2,dp_other,SB708
SCOTT,EUROCONTROL NMOC,2,2,dp_icao,SCOTT
SCOUT,EUROCONTROL NMOC,2,2,dp_icao,SCOUT
SCUBA,EUROCONTROL NMOC,2,2,dp_icao,SCUBA
SD700,EUROCONTROL NMOC,2,2,dp_other,SD700
SDF08,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),2,2,dp_other,"SDF IAP LOC RWY 08 LUKK,SDF IAP VOR/DME RWY 08 LUKK"
SDF26,MOLDAVIAN AIR TRAFFIC SERVICE PROVIDER (MOLDATSA),2,2,dp_other,"SDF IAP VOR/DME RWY 26 LUKK,SDF IAP LOC RWY 26 LUKK"
SEBOC,EUROCONTROL NMOC,2,2,dp_icao,SEBOC
SEGUL,EUROCONTROL NMOC,2,2,dp_icao,SEGUL
SERRY,EUROCONTROL NMOC,2,2,dp_icao,SERRY
SERYU,EUROCONTROL NMOC,2,2,dp_icao,SERYU
SH403,EUROCONTROL NMOC,2,2,dp_other,SH403
SH404,EUROCONTROL NMOC,2,2,dp_other,SH404
SH405,EUROCONTROL NMOC,2,2,dp_other,SH405
SH411,EUROCONTROL NMOC,2,2,dp_other,SH411
SH412,EUROCONTROL NMOC,2,2,dp_other,SH412
SH415,EUROCONTROL NMOC,2,2,dp_other,SH415
SHAFT,EUROCONTROL NMOC,2,2,dp_icao,SHAFT
SHARO,EUROCONTROL NMOC,2,2,dp_icao,SHARO
SHATI,EUROCONTROL NMOC,2,2,dp_icao,SHATI
SHIMA,EUROCONTROL NMOC,2,2,dp_icao,SHIMA
SHINE,EUROCONTROL NMOC,2,2,dp_icao,SHINE
SHODA,EUROCONTROL NMOC,2,2,dp_icao,SHODA
SHRAK,EUROCONTROL NMOC,2,2,dp_icao,SHRAK
SIB,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SIBOLON ISLAND,SIBUTAD"
SIERA,EUROCONTROL NMOC,2,2,dp_icao,SIERA
SIGMA,EUROCONTROL NMOC,2,2,dp_icao,SIGMA
SIJMI,EUROCONTROL NMOC,2,2,dp_icao,SIJMI
SINAM,EUROCONTROL NMOC,2,2,dp_icao,SINAM
SINGO,EUROCONTROL NMOC,2,2,dp_icao,SINGO
SINKA,EUROCONTROL NMOC,2,2,dp_icao,SINKA
SIRAS,EUROCONTROL NMOC,2,2,dp_icao,SIRAS
SKATE,EUROCONTROL NMOC,2,2,dp_icao,SKATE
SKIPE,EUROCONTROL NMOC,2,2,dp_icao,SKIPE
SLICK,EUROCONTROL NMOC,2,2,dp_icao,SLICK
SLIDE,EUROCONTROL NMOC,2,2,dp_icao,SLIDE
SMALL,EUROCONTROL NMOC,2,2,dp_icao,SMALL
SMOKY,EUROCONTROL NMOC,2,2,dp_icao,SMOKY
SNAKE,EUROCONTROL NMOC,2,2,dp_icao,SNAKE
SNOKE,EUROCONTROL NMOC,2,2,dp_icao,SNOKE
SOBNO,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",SOBNO
SOFIA,EUROCONTROL NMOC,2,2,dp_icao,SOFIA
SOGTY,EUROCONTROL NMOC,2,2,dp_icao,SOGTY
SOL,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"SOLAIRE,SOLAR FARM"
SOLAL,EUROCONTROL NMOC,2,2,dp_icao,SOLAL
SOLAR,EUROCONTROL NMOC,2,2,dp_icao,SOLAR
SOLIR,EUROCONTROL NMOC,2,2,dp_icao,SOLIR
SOLON,EUROCONTROL NMOC,2,2,dp_icao,SOLON
SOMON,EUROCONTROL NMOC,2,2,dp_icao,SOMON
SONDO,EUROCONTROL NMOC,2,2,dp_icao,SONDO
SONNY,EUROCONTROL NMOC,2,2,dp_icao,SONNY
SOTOM,EUROCONTROL NMOC,2,2,dp_icao,SOTOM
SPARK,EUROCONTROL NMOC,2,2,dp_icao,SPARK
SPENS,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","SPENS,ENSJON"
SPIDE,EUROCONTROL NMOC,2,2,dp_icao,SPIDE
SPIDR,EUROCONTROL NMOC,2,2,dp_icao,SPIDR
SPINE,EUROCONTROL NMOC,2,2,dp_icao,SPINE
SPOON,EUROCONTROL NMOC,2,2,dp_icao,SPOON
SQUID,EUROCONTROL NMOC,2,2,dp_icao,SQUID
SSM07,NAV CANADA,2,2,dp_other,"SSM093007,SSM320007"
SSM08,NAV CANADA,2,2,dp_other,"SSM080008,SSM115008"
STAGE,EUROCONTROL NMOC,2,2,dp_icao,STAGE
STEED,EUROCONTROL NMOC,2,2,dp_icao,STEED
STING,EUROCONTROL NMOC,2,2,dp_icao,STING
STOCK,EUROCONTROL NMOC,2,2,dp_icao,STOCK
STONE,EUROCONTROL NMOC,2,2,dp_icao,STONE
STRAW,EUROCONTROL NMOC,2,2,dp_icao,STRAW
SUBIE,EUROCONTROL NMOC,2,2,dp_icao,SUBIE
SUBUK,EUROCONTROL NMOC,2,2,dp_icao,SUBUK
SUDAT,EUROCONTROL NMOC,2,2,dp_icao,SUDAT
SUKOM,EUROCONTROL NMOC,2,2,dp_icao,SUKOM
SUNNS,EUROCONTROL NMOC,2,2,dp_icao,SUNNS
SUPIT,EUROCONTROL NMOC,2,2,dp_icao,SUPIT
SUSAK,EUROCONTROL NMOC,2,2,dp_icao,SUSAK
SUVEN,EUROCONTROL NMOC,2,2,dp_icao,SUVEN
SWALO,EUROCONTROL NMOC,2,2,dp_icao,SWALO
SWAMP,EUROCONTROL NMOC,2,2,dp_icao,SWAMP
SWEET,EUROCONTROL NMOC,2,2,dp_icao,SWEET
T,DFS DEUTSCHE FLUGSICHERUNG GMBH,2,2,dp_other,"EDDH TANGO 2,EDDH TANGO 1"
TABNO,EUROCONTROL NMOC,2,2,dp_icao,TABNO
TAGOK,EUROCONTROL NMOC,2,2,dp_icao,TAGOK
TAKTI,EUROCONTROL NMOC,2,2,dp_icao,TAKTI
TALAC,EUROCONTROL NMOC,2,2,dp_icao,TALAC
TALAG,EUROCONTROL NMOC,2,2,dp_icao,TALAG
TALMI,EUROCONTROL NMOC,2,2,dp_icao,TALMI
TAMMI,EUROCONTROL NMOC,2,2,dp_icao,TAMMI
TANGO,DFS DEUTSCHE FLUGSICHERUNG GMBH,2,2,dp_other,"EDDC TANGO,EDDG TANGO"
TANGO,EUROCONTROL NMOC,2,2,dp_icao,TANGO
TANGO,SKEYES,2,2,dp_adhp,"ELLX VFR REP POINT TANGO,EBAW VFR REP POINT TANGO"
TANNA,EUROCONTROL NMOC,2,2,dp_icao,TANNA
TANTA,EUROCONTROL NMOC,2,2,dp_icao,TANTA
TAPOS,EUROCONTROL NMOC,2,2,dp_icao,TAPOS
TAPPI,EUROCONTROL NMOC,2,2,"dp_icao,dp_other",TAPPI
TARA,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"TARA,TARA ISLANDS"
TARAH,EUROCONTROL NMOC,2,2,dp_icao,TARAH
TASHA,EUROCONTROL NMOC,2,2,dp_icao,TASHA
TATAR,EUROCONTROL NMOC,2,2,dp_icao,TATAR
TATGU,EUROCONTROL NMOC,2,2,dp_icao,TATGU
TAVAS,EUROCONTROL NMOC,2,2,dp_icao,TAVAS
TB101,EUROCONTROL NMOC,2,2,dp_other,"STAR 31L UGTB,TB101"
TB102,EUROCONTROL NMOC,2,2,dp_other,"STAR 31L UGTB,TB102"
TB103,EUROCONTROL NMOC,2,2,dp_other,"STAR 31L UGTB,TB103"
TB106,EUROCONTROL NMOC,2,2,dp_other,"STAR 13R UGTB,TB106"
TB200,EUROCONTROL NMOC,2,2,dp_other,"TB200,SID 31L UGTB"
TB202,EUROCONTROL NMOC,2,2,dp_other,"SID 13R UGTB,TB202"
TB203,EUROCONTROL NMOC,2,2,dp_other,"SID 13R UGTB,TB203"
TB204,EUROCONTROL NMOC,2,2,dp_other,"SID 13R UGTB,TB204"
TB205,EUROCONTROL NMOC,2,2,dp_other,"SID 31L TAVRO 2D UGTB,TB205"
TECHI,EUROCONTROL NMOC,2,2,dp_icao,TECHI
TECZ3,AIR NAVIGATION SERVICES OF THE CZECH REPUBLIC,2,2,dp_other,TECZ3
TECZ4,AIR NAVIGATION SERVICES OF THE CZECH REPUBLIC,2,2,dp_other,TECZ4
TEGAL,EUROCONTROL NMOC,2,2,dp_icao,TEGAL
TELMO,EUROCONTROL NMOC,2,2,dp_icao,TELMO
TEMIS,EUROCONTROL NMOC,2,2,dp_icao,TEMIS
TENSO,EUROCONTROL NMOC,2,2,dp_icao,TENSO
TERAS,EUROCONTROL NMOC,2,2,dp_icao,TERAS
TERRY,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",TERRY
TESLA,EUROCONTROL NMOC,2,2,dp_icao,TESLA
TEST2,SLOVENIA DIRECTORATE OF AVIATION AND MARITIME TRANSPORT,2,2,"dp_icao,dp_other","TEST2,TEST1"
TETRO,EUROCONTROL NMOC,2,2,dp_icao,TETRO
THR08,AIRNAV IRELAND,2,2,dp_other,"THR08 EIKN,THR08 EIKY"
THR16,AIRNAV IRELAND,2,2,dp_other,"THR EIDW 16,EICK THR16"
THR26,AIRNAV IRELAND,2,2,dp_other,THR 26 EIKY
THR34,AIRNAV IRELAND,2,2,dp_other,"THR 34 EIDW,EICK THR34"
TIBET,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",TIBET
TIBRI,EUROCONTROL NMOC,2,2,dp_icao,TIBRI
TIGRA,EUROCONTROL NMOC,2,2,dp_icao,TIGRA
TIGRE,EUROCONTROL NMOC,2,2,dp_icao,TIGRE
TIKEM,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",TIKEM
TILLY,EUROCONTROL NMOC,2,2,dp_icao,TILLY
TIMAK,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",TIMAK
TIN,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,dp_other,"TINAMBAC,TINAGAKAN"
TINTO,EUROCONTROL NMOC,2,2,dp_icao,TINTO
TL051,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",TL051
TL053,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",TL053 / 6.0 DME LRD
TL055,EUROCONTROL NMOC,2,2,"dp_adhp,dp_other",TL055
TOLAN,EUROCONTROL NMOC,2,2,dp_icao,TOLAN
TOLGA,EUROCONTROL NMOC,2,2,dp_icao,TOLGA
TOMIE,EUROCONTROL NMOC,2,2,dp_icao,TOMIE
TOMUD,EUROCONTROL NMOC,2,2,dp_icao,TOMUD
TONIC,EUROCONTROL NMOC,2,2,dp_icao,TONIC
TONIK,EUROCONTROL NMOC,2,2,dp_icao,TONIK
TONIO,EUROCONTROL NMOC,2,2,dp_icao,TONIO
TOPAZ,EUROCONTROL NMOC,2,2,dp_icao,TOPAZ
TOSAM,EUROCONTROL NMOC,2,2,dp_icao,TOSAM
TOSAS,EUROCONTROL NMOC,2,2,dp_icao,TOSAS
TP3,EUROCONTROL NMOC,2,2,dp_other,"TP 13.6 DME MUN,SID27 29.0 DME RID"
TP5,EUROCONTROL NMOC,2,2,dp_other,"TP 4.0 DME MAH,SID27 4.0 DME MND"
TRACY,EUROCONTROL NMOC,2,2,dp_icao,TRACY
TRAPI,EUROCONTROL NMOC,2,2,dp_icao,TRAPI
TRECE,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"dp_adhp,dp_other","TRECE,TRECE MARTIRES"
TRIKE,EUROCONTROL NMOC,2,2,dp_icao,TRIKE
TRINA,EUROCONTROL NMOC,2,2,dp_icao,TRINA
TUBAY,CIVIL AVIATION AUTHORITY OF THE PHILIPPINES,2,2,"dp_adhp,dp_other","TUBAY,TUBAY SHORELINE"
TUBBY,EUROCONTROL NMOC,2,2,dp_icao,TUBBY
TYLER,EUROCONTROL NMOC,2,2,dp_icao,TYLER
UNARI,EUROCONTROL NMOC,2,2,dp_icao,UNARI
UNKER,EUROCONTROL NMOC,2,2,dp_icao,UNKER
UNUTU,EUROCONTROL NMOC,2,2,dp_icao,UNUTU
UPNOR,EUROCONTROL NMOC,2,2,"dp_icao,dp_other","UPNOR,NORTH"
URMAN,EUROCONTROL NMOC,2,2,dp_icao,URMAN
USAGA,EUROCONTROL NMOC,2,2,dp_icao,USAGA
USUBA,EUROCONTROL NMOC,2,2,dp_icao,USUBA
USUNO,EUROCONTROL NMOC,2,2,dp_icao,USUNO
UTIMA,EUROCONTROL NMOC,2,2,dp_icao,UTIMA
UTVEX,EUROCONTROL NMOC,2,2,dp_icao,UTVEX
VADAR,EUROCONTROL NMOC,2,2,dp_icao,VADAR
VADEN,EUROCONTROL NMOC,2,2,dp_icao,VADEN
VAMOS,EUROCONTROL NMOC,2,2,dp_icao,VAMOS
VELLA,EUROCONTROL NMOC,2,2,dp_icao,VELLA
VERDI,EUROCONTROL NMOC,2,2,dp_icao,VERDI
VESEL,EUROCONTROL NMOC,2,2,dp_icao,VESEL
VEXOD,EUROCONTROL NMOC,2,2,dp_icao,VEXOD
VFA07,EUROCONTROL NMOC,2,2,dp_other,"VFA287007,VFA090007"
VICKI,EUROCONTROL NMOC,2,2,dp_icao,VICKI
VICKY,EUROCONTROL NMOC,2,2,dp_icao,VICKY
VICMA,EUROCONTROL NMOC,2,2,dp_icao,VICMA
VIOLA,EUROCONTROL NMOC,2,2,dp_icao,VIOLA
VISTA,EUROCONTROL NMOC,2,2,dp_icao,VISTA
VIXEN,EUROCONTROL NMOC,2,2,dp_icao,VIXEN
VLV25,NAV CANADA,2,2,dp_other,"VLV104025,VLV083025"
VS378,AIRWAYS CORPORATION OF NEW ZEALAND LTD,2,2,dp_other,"CIRCLES,COW SHEDS"
VZU08,EUROCONTROL NMOC,2,2,dp_other,"VZU244008,VZU290008"
W3,AUSTRO CONTROL GMBH,2,2,dp_other,"W3 (LOWK),W3 (LOAU)"
WAKSA,EUROCONTROL NMOC,2,2,dp_icao,WAKSA
WALIN,EUROCONTROL NMOC,2,2,dp_icao,WALIN
WARTY,EUROCONTROL NMOC,2,2,dp_icao,WARTY
WASPY,EUROCONTROL NMOC,2,2,dp_icao,WASPY
WATCH,EUROCONTROL NMOC,2,2,dp_icao,WATCH
WAVES,EUROCONTROL NMOC,2,2,dp_icao,WAVES
WEMAR,EUROCONTROL NMOC,2,2,dp_icao,WEMAR
WESTY,EUROCONTROL NMOC,2,2,dp_icao,WESTY
WHARF,EUROCONTROL NMOC,2,2,dp_icao,WHARF
WHITE,EUROCONTROL NMOC,2,2,dp_icao,WHITE
WILBA,EUROCONTROL NMOC,2,2,dp_icao,WILBA
WILLO,EUROCONTROL NMOC,2,2,dp_icao,WILLO
WIMPY,EUROCONTROL NMOC,2,2,dp_icao,WIMPY
WISKY,SKEYES,2,2,dp_adhp,"EBAW VFR REP POINT WISKY,EBLG VFR REP POINT WISKY"
WM001,EUROCONTROL NMOC,2,2,dp_other,"KUANTAN TMA BOUNDARY WEST,ECHO"
WOODY,EUROCONTROL NMOC,2,2,dp_icao,WOODY
X,AUSTRO CONTROL GMBH,2,2,dp_other,"X (LOAV),X (LOAU)"
YOGGI,EUROCONTROL NMOC,2,2,dp_icao,YOGGI
YOHKO,EUROCONTROL NMOC,2,2,dp_icao,YOHKO
YUCCA,EUROCONTROL NMOC,2,2,dp_icao,YUCCA
YUTAN,EUROCONTROL NMOC,2,2,dp_icao,YUTAN
ZAKMI,EUROCONTROL NMOC,2,2,dp_icao,ZAKMI
ZIPPY,EUROCONTROL NMOC,2,2,dp_icao,ZIPPY
ZUDUX,EUROCONTROL NMOC,2,2,"dp_icao,dp_adhp",ZUDUX
