tablo,fid,ident,data_originator,name,lat_dd,lon_dd
dme,930,BRT,EUROCONTROL NMOC,BIRATNAGAR,26.482777777777777,87.24944444444445
dme,1141,BRT,EUROCONTROL NMOC,BRATSK,56.372083333333336,101.68580555555556
vor_dme,361,BRT,EUROCONTROL NMOC,BRATSK,56.372083333333336,101.68580555555556
vor_dme,945,BRT,EUROCONTROL NMOC,BIRATNAGAR,26.482777777777777,87.24944444444445
vor_dme,2154,BRT,EUROCONTROL NMOC,BREST,52.10936111111111,23.887694444444445
ils_dme,95,BSI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),,-33.03570277777778,27.815469444444446
ils_gp,135,BSI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),,-33.03570277777778,27.815469444444446
ils_loc,138,BSI,AIR TRAFFIC AND NAVIGATION SERVICES COMPANY LIMITED (ATNS),,-33.034391666666664,27.835641666666664
dme,791,BSR,EUROCONTROL NMOC,BASRAH,30.52563888888889,47.68669444444444
vortac,19,BSR,EUROCONTROL NMOC,BASRAH,30.52563888888889,47.68669444444444
vortac,151,BSR,EUROCONTROL NMOC,BIG SUR,36.18129555555555,-121.64211222222222
dme,96,BT,EUROCONTROL NMOC,BATSFJORD,70.60136692,29.69894117
dme,1142,BT,EUROCONTROL NMOC,BUTURLINO,55.56916666666667,44.87361111111111
dme,1143,BT,EUROCONTROL NMOC,ALATYR,54.82,46.5825
vor,1,BT,EUROCONTROL NMOC,BERBERATI,4.229352777777778,15.783841666666667
dme,1144,BTG,EUROCONTROL NMOC,BATAGAY,67.64583333333334,134.6963888888889
vortac,152,BTG,EUROCONTROL NMOC,BATTLE GROUND,45.74781111111111,-122.59153666666666
vortac,515,BTG,EUROCONTROL NMOC,BATAGAY,67.64583333333334,134.6963888888889
ils_dme,111,BTJ,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,,44.945055555555555,20.240000000000002
ils_gp,156,BTJ,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,,44.945055555555555,20.240000000000002
ils_loc,160,BTJ,SERBIA AND MONTENEGRO AIR TRAFFIC SERVICES SMATSA LLC,,44.93205555555555,20.268527777777777
dme,730,BTO,EUROCONTROL NMOC,BONITO,15.736692249999999,-86.86416980555555
dme,754,BTO,EUROCONTROL NMOC,TANGERANG/BUDIARTO,-6.292277777777778,106.56572222222222
vor_dme,364,BTO,EUROCONTROL NMOC,POTOU,38.105000000000004,116.57666666666667
vor_dme,807,BTO,EUROCONTROL NMOC,BONITO,15.736692249999999,-86.86416980555555
vor_dme,1436,BTO,EUROCONTROL NMOC,TANGERANG/BUDIARTO,-6.292277777777778,106.56572222222222
dme,326,BUN,EUROCONTROL NMOC,BUNIA,1.5666666666666667,30.223333333333333
vor_dme,8,BUN,EUROCONTROL NMOC,BUNIA,1.5666666666666667,30.223333333333333
vor_dme,70,BUN,EUROCONTROL NMOC,BUENAVENTURA,3.8252777777777776,-76.99527777777777
vor_dme,9,BUT,EUROCONTROL NMOC,BUTA-ZEGA,2.818333333333333,24.810000000000002
vor_dme,1103,BUT,EUROCONTROL NMOC,U-TAPAO,12.666672222222221,101.000475
tacan,103,BUZ,EUROCONTROL NMOC,BUSHEHR,28.95536111111111,50.82080555555556
vor_dme,1814,BUZ,EUROCONTROL NMOC,BUSHEHR,28.951305555555553,50.82597222222223
dme,810,BW,EUROCONTROL NMOC,CESKE BUDEJOVICE DME 27,48.9453,14.4369944
dme,1145,BW,EUROCONTROL NMOC,BALAKOVO,51.894444444444446,47.79083333333333
dme,1146,BW,EUROCONTROL NMOC,VUKTYL,63.827222222222225,57.28583333333333
dme,1147,BW,EUROCONTROL NMOC,BERINGOVSKIY,63.03805555555555,179.3038888888889
ils_dme,143,CA,SERVICE DE LINFORMATION AERONAUTIQUE,,4.81405,-52.37139166666667
ils_gp,196,CA,SERVICE DE LINFORMATION AERONAUTIQUE,,4.81405,-52.37139166666667
ils_loc,200,CA,SERVICE DE LINFORMATION AERONAUTIQUE,,4.827238888888889,-52.345536111111116
dme,1269,CAI,EUROCONTROL NMOC,CANOUAN,12.696227777777779,-61.339241666666666
vor_dme,129,CAI,EUROCONTROL NMOC,CAIRO,30.151999999999997,31.42388888888889
dme,192,CAL,EUROCONTROL NMOC,CALDAS NOVAS,-17.724999999999998,-48.61333333333334
vor_dme,2029,CAL,EUROCONTROL NMOC,CALABAR,4.921861111111111,8.320055555555555
tacan,7,CAM,EUROCONTROL NMOC,CAMERI,45.57022222,8.657525
vor_dme,1580,CAM,EUROCONTROL NMOC,CAMBRIDGE,42.99428888888889,-73.34401888888888
dme,305,CAR,EUROCONTROL NMOC,CONCEPCION,-36.75555555555555,-73.05305555555556
dme,468,CAR,EUROCONTROL NMOC,CARBONARA,39.11137361,9.50816611
